Date,Open,High,Low,Close,Volume,Ticker
,HE=F,HE=F,HE=F,HE=F,HE=F,
2000-12-15,49.79999923706055,49.79999923706055,49.79999923706055,49.79999923706055,0,HE
2000-12-18,49.79999923706055,50.0,49.79999923706055,49.79999923706055,1,HE
2000-12-19,49.400001525878906,49.400001525878906,49.0,49.0,0,HE
2000-12-20,48.79999923706055,48.79999923706055,48.79999923706055,48.79999923706055,0,HE
2000-12-21,48.619998931884766,48.619998931884766,48.619998931884766,48.619998931884766,0,HE
2000-12-22,48.70000076293945,48.70000076293945,48.70000076293945,48.70000076293945,0,HE
2000-12-26,48.66999816894531,48.66999816894531,48.66999816894531,48.66999816894531,0,HE
2000-12-27,48.29999923706055,48.29999923706055,48.29999923706055,48.29999923706055,0,HE
2000-12-28,48.20000076293945,48.20000076293945,48.20000076293945,48.20000076293945,0,HE
2000-12-29,48.599998474121094,48.599998474121094,48.599998474121094,48.599998474121094,0,HE
2001-01-02,48.70000076293945,48.70000076293945,48.70000076293945,48.70000076293945,0,HE
2001-01-03,48.70000076293945,48.70000076293945,48.70000076293945,48.70000076293945,0,HE
2001-01-04,49.0,49.0,49.0,49.0,0,HE
2001-01-05,49.20000076293945,49.20000076293945,49.20000076293945,49.20000076293945,0,HE
2001-01-08,49.099998474121094,49.099998474121094,49.099998474121094,49.099998474121094,0,HE
2001-01-09,49.70000076293945,49.70000076293945,49.70000076293945,49.70000076293945,0,HE
2001-01-10,49.31999969482422,49.31999969482422,49.31999969482422,49.31999969482422,0,HE
2001-01-11,49.29999923706055,49.29999923706055,49.29999923706055,49.29999923706055,1,HE
2001-01-12,49.5,49.5,48.79999923706055,48.79999923706055,0,HE
2001-01-16,48.79999923706055,48.79999923706055,48.79999923706055,48.79999923706055,0,HE
2001-01-17,48.900001525878906,48.900001525878906,48.900001525878906,48.900001525878906,0,HE
2001-01-18,49.0,49.0,49.0,49.0,2,HE
2001-01-19,49.900001525878906,49.900001525878906,49.79999923706055,49.79999923706055,0,HE
2001-01-22,49.849998474121094,49.849998474121094,49.849998474121094,49.849998474121094,0,HE
2001-01-23,49.75,49.75,49.75,49.75,0,HE
2001-01-24,49.849998474121094,49.849998474121094,49.849998474121094,49.849998474121094,0,HE
2001-01-25,49.900001525878906,49.900001525878906,49.900001525878906,49.900001525878906,0,HE
2001-01-26,50.369998931884766,50.369998931884766,50.369998931884766,50.369998931884766,0,HE
2001-01-29,50.79999923706055,50.79999923706055,50.79999923706055,50.79999923706055,1,HE
2001-01-30,51.0,51.0,50.900001525878906,50.900001525878906,0,HE
2001-01-31,51.0,51.0,51.0,51.0,0,HE
2001-02-01,51.04999923706055,51.04999923706055,51.04999923706055,51.04999923706055,0,HE
2001-02-02,50.900001525878906,50.900001525878906,50.900001525878906,50.900001525878906,0,HE
2001-02-05,50.900001525878906,50.900001525878906,50.900001525878906,50.900001525878906,5,HE
2001-02-06,50.849998474121094,50.849998474121094,50.79999923706055,50.79999923706055,0,HE
2001-02-07,50.79999923706055,50.79999923706055,50.79999923706055,50.79999923706055,0,HE
2001-02-08,50.849998474121094,50.849998474121094,50.849998474121094,50.849998474121094,0,HE
2001-02-09,51.0,51.0,51.0,51.0,0,HE
2001-02-12,50.75,50.75,50.75,50.75,0,HE
2001-02-13,50.79999923706055,50.79999923706055,50.79999923706055,50.79999923706055,0,HE
2001-02-14,51.06999969482422,51.06999969482422,51.06999969482422,51.06999969482422,0,HE
2001-02-15,51.349998474121094,51.349998474121094,51.349998474121094,51.349998474121094,0,HE
2001-02-16,51.27000045776367,51.27000045776367,51.27000045776367,51.27000045776367,2,HE
2001-02-20,50.75,50.75,50.650001525878906,50.75,2,HE
2001-02-21,50.75,50.75,50.75,50.75,1,HE
2001-02-22,50.79999923706055,50.79999923706055,50.79999923706055,50.79999923706055,1,HE
2001-02-23,50.77000045776367,50.77000045776367,50.77000045776367,50.77000045776367,1,HE
2001-02-26,50.75,50.77000045776367,50.75,50.77000045776367,0,HE
2001-02-27,50.79999923706055,50.79999923706055,50.79999923706055,50.79999923706055,19,HE
2001-02-28,50.75,50.75,50.56999969482422,50.56999969482422,1,HE
2001-03-01,50.70000076293945,50.70000076293945,50.70000076293945,50.70000076293945,1,HE
2001-03-02,51.04999923706055,51.04999923706055,51.04999923706055,51.04999923706055,7,HE
2001-03-05,52.0,52.150001525878906,51.20000076293945,51.20000076293945,0,HE
2001-03-06,50.95000076293945,50.95000076293945,50.95000076293945,50.95000076293945,3,HE
2001-03-07,51.0,51.0,50.79999923706055,50.79999923706055,14,HE
2001-03-08,50.54999923706055,50.54999923706055,50.45000076293945,50.45000076293945,14,HE
