Portfolio,Mean_Return,Std_Return,t_stat,Sharpe,N_obs
LowHP_LowQ,0.050120128036190786,0.10272872740385242,1.8774308693161033,0.48788814290627763,770
LowHP_HighQ,0.03988597609050266,0.07548285539704067,2.0333661753329824,0.5284110660719176,770
HighHP_LowQ,0.10654337841804146,0.16000798600951202,2.548945905497651,0.6658628801921659,762
HighHP_HighQ,0.021922430110488188,0.1186176216736892,0.7070174596628338,0.18481596411362583,761
