Period,Q1_Return,Q2_Return,Q3_Return,Q4_Return,Q5_Return,LS_Return,LS_tstat,N_obs
-10to0,0.02731171582724523,0.01081772285896599,-0.0003601465781974236,-0.011656286552393357,-0.02654684678332741,-0.05385856261057265,-27.697259287782806,154
1to4,0.0013612411865586323,0.0014391110097328702,0.00036207083201971987,0.00020923669831517255,0.0005756903497860821,-0.0007855508367725508,-0.6545033265850586,154
5to10,0.002315008605544753,-0.001581549683250966,0.0029328924233944444,0.0004799351869155794,0.0024960142901142347,0.0001810056845694812,0.09577630622169905,153
11to20,-0.001765708287117319,0.000490172482760719,0.0010179461261916286,0.0017030650595324483,0.0007286617780536013,0.002494370065170919,1.2175763575456036,152
21to40,-0.0015042916911293335,0.0004504803176363201,0.004892094528555376,0.004555082808629401,0.006153714006078443,0.007658005697207777,2.244656939675392,151
1to40,-0.005649783151132566,-0.0034583625954290155,0.008117571340693817,0.0064935038241446166,0.01138919548301001,0.017038978634142575,3.58293157789772,154
