Price,Close,High,Low,Open,Volume
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
Date,,,,,
1994-02-17,470.3399963378906,475.1199951171875,468.44000244140625,472.7900085449219,340030000
1994-02-18,467.69000244140625,471.0899963378906,466.07000732421875,470.2900085449219,293210000
1994-02-22,471.4599914550781,471.6499938964844,467.5799865722656,467.69000244140625,270900000
1994-02-23,470.69000244140625,472.4100036621094,469.4700012207031,471.4800109863281,309910000
1994-02-24,464.260009765625,470.6499938964844,464.260009765625,470.6499938964844,342940000
1994-02-25,466.07000732421875,466.4800109863281,464.3299865722656,464.3299865722656,273680000
1994-02-28,467.1400146484375,469.1600036621094,466.07000732421875,466.07000732421875,268690000
1994-03-01,464.44000244140625,467.42999267578125,462.0199890136719,467.19000244140625,304450000
1994-03-02,464.80999755859375,464.8699951171875,457.489990234375,464.3999938964844,361130000
1994-03-03,463.010009765625,464.8299865722656,462.5,464.80999755859375,291790000
1994-03-04,464.739990234375,466.1600036621094,462.4100036621094,463.0299987792969,311850000
1994-03-07,466.9100036621094,468.07000732421875,464.739990234375,464.739990234375,285590000
1994-03-08,465.8800048828125,467.7900085449219,465.0199890136719,466.9200134277344,298110000
1994-03-09,467.05999755859375,467.4200134277344,463.3999938964844,465.94000244140625,309810000
1994-03-10,463.8999938964844,467.2900085449219,462.4599914550781,467.0799865722656,369370000
1994-03-11,466.44000244140625,466.6099853515625,462.5400085449219,463.8599853515625,303890000
1994-03-14,467.3900146484375,467.6000061035156,466.0799865722656,466.44000244140625,260150000
1994-03-15,467.010009765625,468.989990234375,466.0400085449219,467.3900146484375,303750000
1994-03-16,469.4200134277344,469.8500061035156,465.4800109863281,467.0400085449219,307640000
1994-03-17,470.8999938964844,471.04998779296875,468.6199951171875,469.4200134277344,303930000
1994-03-18,471.05999755859375,471.0899963378906,467.8299865722656,470.8900146484375,462240000
1994-03-21,468.5400085449219,471.05999755859375,467.2300109863281,471.05999755859375,247380000
1994-03-22,468.79998779296875,470.4700012207031,467.8800048828125,468.3999938964844,282240000
1994-03-23,468.5400085449219,470.3800048828125,468.5199890136719,468.8900146484375,281500000
1994-03-24,464.3500061035156,468.57000732421875,462.4100036621094,468.57000732421875,303740000
1994-03-25,460.5799865722656,465.2900085449219,460.5799865722656,464.3500061035156,249640000
1994-03-28,460.0,461.1199951171875,456.1000061035156,460.5799865722656,287350000
1994-03-29,452.4800109863281,460.32000732421875,452.42999267578125,460.0,305360000
