,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,GC_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w,Basis
2015-01-06,394021,187705,65527,130427,253099,088691,GOLD - COMMODITY EXCHANGE INC.,1219.300048828125,0.3113336598810723,-122672,,122178,,,,,0.012302140079807788,,
2015-01-13,402108,192959,62733,129436,267112,088691,GOLD - COMMODITY EXCHANGE INC.,1234.300048828125,0.3423856277418007,-137676,-3.8079188672684956,130226,2.0425307280576415,0.037836529247405104,0.03147536880309122,0.012302140079807788,0.04852944986968155,,
2015-01-20,430128,223257,60802,120946,298756,088691,GOLD - COMMODITY EXCHANGE INC.,1294.199951171875,0.4133885727039393,-177810,-9.980900653555763,162455,8.01501089259602,0.09562499106508904,0.11345882369507743,0.04852944986968155,-0.0019316953286362404,,0.02996240522440169
2015-01-27,438279,238407,49482,117326,323486,088691,GOLD - COMMODITY EXCHANGE INC.,1291.699951171875,0.47038530251278293,-206160,-6.591061265483764,188925,6.153982070453447,0.0643131312214731,0.09194515941908166,-0.0019316953286362404,-0.024773555167334704,,0.019443051094592392
2015-02-03,419524,229006,43991,117174,320447,088691,GOLD - COMMODITY EXCHANGE INC.,1259.699951171875,0.4845324701328172,-203273,0.6587128290426874,185015,-0.8921257920183263,0.007291697610489442,0.05455005000054946,-0.024773555167334704,-0.022306879951687453,,0.008495396576524235
2015-02-10,393232,199036,43762,120702,291293,088691,GOLD - COMMODITY EXCHANGE INC.,1231.5999755859375,0.4338176954062742,-170591,7.7902575299625285,155274,-7.089224931112403,0.07932620541511426,0.12437911350175866,-0.022306879951687453,-0.019080870790712523,,-0.00012067742572188251
2015-02-17,389530,188121,56387,125433,269068,088691,GOLD - COMMODITY EXCHANGE INC.,1208.0999755859375,0.3687392498652222,-143635,6.854986369369737,131734,-5.986287992838833,0.06832935784700166,0.09627496850818787,-0.019080870790712523,-0.009270715502202487,,-0.017169811515092455
2015-02-24,399307,184416,58245,133432,269126,088691,GOLD - COMMODITY EXCHANGE INC.,1196.9000244140625,0.33982374463758463,-135694,2.0386106333273433,126171,-1.4281313377660259,0.02001450722628789,0.02292498588565942,-0.009270715502202487,0.005931970457944802,,-0.019038085093110405
2015-03-03,405124,180561,64741,140080,263467,088691,GOLD - COMMODITY EXCHANGE INC.,1204.0,0.30456600941933826,-123387,3.0820897204406634,115820,-2.5922410576323482,0.030497067256106476,0.04219696537329496,0.005931970457944802,-0.036461814297394146,,-0.01124460825506026
2015-03-10,410918,171821,89929,154578,243920,088691,GOLD - COMMODITY EXCHANGE INC.,1160.0999755859375,0.21742050725448872,-89342,8.403599885467166,81892,-8.37471983886415,0.08543330204919472,0.12961986628462274,-0.036461814297394146,-0.01017147401615337,,-0.014829777120672617
2015-03-17,429738,162268,109175,180464,236954,088691,GOLD - COMMODITY EXCHANGE INC.,1148.300048828125,0.131452187146587,-56490,7.994782414009608,53093,-7.0084542414788356,0.07870288296144393,0.10609593911060518,-0.01017147401615337,0.037794914654964096,,-0.012571702069343417
2015-03-24,433767,168234,113953,178058,230983,088691,GOLD - COMMODITY EXCHANGE INC.,1191.699951171875,0.1220125090198194,-52925,0.8295752295584751,54281,0.2764475098781118,0.020479609623485176,0.03807404309907969,0.037794914654964096,-0.007216561163303381,,-0.0007268649024600676
2015-03-31,387585,172818,92799,144197,225312,088691,GOLD - COMMODITY EXCHANGE INC.,1183.0999755859375,0.20928312499193724,-81115,-6.4988807355100775,80019,5.933600296933608,0.10698521551572492,0.09689891836742377,-0.007216561163303381,0.023244020427251266,,-0.004021810353521452
2015-04-07,390571,183130,82373,133199,241488,088691,GOLD - COMMODITY EXCHANGE INC.,1210.5999755859375,0.2772581681691677,-108289,-7.011107240992298,100757,5.350568262445657,0.07252453381088748,0.07810834529176695,0.023244020427251266,-0.014703392629094703,,0.010853610867657112
2015-04-14,395089,184741,86344,130960,234553,088691,GOLD - COMMODITY EXCHANGE INC.,1192.800048828125,0.2622016811401988,-103593,1.2023422117873575,98397,-0.6042435306256737,0.025098970488053776,0.020591327443421806,-0.014703392629094703,0.008467450681160171,,0.009732233133425382
2015-04-21,397379,184567,83322,126107,231113,088691,GOLD - COMMODITY EXCHANGE INC.,1202.9000244140625,0.26424647502761844,-105006,-0.3576409365990954,101245,0.7208502388069524,0.023215385476737026,0.011930314421271496,0.008467450681160171,0.009227679242374665,,0.002444888152763116
2015-04-28,403575,189929,88672,125733,232605,088691,GOLD - COMMODITY EXCHANGE INC.,1214.0,0.26481323174131205,-106872,-0.4695769026546445,101257,0.0030197871553353348,0.005207374043500829,0.0384492517973733,0.009227679242374665,-0.017133483383958037,,0.006537523181443956
2015-05-05,399988,173105,100665,138096,212258,088691,GOLD - COMMODITY EXCHANGE INC.,1193.199951171875,0.1854105623168695,-74162,8.10506101715914,72440,-7.14043238555411,0.09336271314156538,0.10525988968842459,-0.017133483383958037,-0.0005028290399679003,,-0.0035417009474243144
2015-05-12,405612,179257,101817,144829,222331,088691,GOLD - COMMODITY EXCHANGE INC.,1192.5999755859375,0.19107422857311915,-77502,-0.8350250507515226,77440,1.2500375011250338,0.04577296001743109,0.02598603926368145,-0.0005028290399679003,0.011990649942030362,,1.4704266793880525e-05
2015-05-19,428597,202190,79569,140751,273085,088691,GOLD - COMMODITY EXCHANGE INC.,1206.9000244140625,0.3087609105990009,-132334,-13.518337721763658,122621,11.138970247428578,0.13249693115147063,0.16035335162319572,0.011990649942030362,-0.01632287086227513,,0.0008951034654583815
2015-05-26,411961,191951,87257,144540,254260,088691,GOLD - COMMODITY EXCHANGE INC.,1187.199951171875,0.26633589101881006,-109720,5.276285181650828,104694,-4.182717097879827,0.056705115346038115,0.06420661299103178,-0.01632287086227513,0.00581201541261156,,-0.005507270549503691
2015-06-02,398724,194299,89889,138423,246573,088691,GOLD - COMMODITY EXCHANGE INC.,1194.0999755859375,0.27124025641797334,-108150,0.3811040365471489,104410,-0.06893856457286004,0.03585491797317375,0.017523611130659984,0.00581201541261156,-0.014069112386983273,,0.00024421154103367135
2015-06-09,406069,186813,111723,150277,228866,088691,GOLD - COMMODITY EXCHANGE INC.,1177.300048828125,0.193536073918472,-78589,7.413900342091272,75090,-7.353457529519167,0.07796794349361587,0.0982126108744004,-0.014069112386983273,0.002718042163559087,,-0.00315229273180374
2015-06-16,415718,191053,115330,153712,230349,088691,GOLD - COMMODITY EXCHANGE INC.,1180.5,0.18434852472108496,-76637,0.48070648091826756,75723,0.15588483730597508,0.012805257498157845,0.02561173433251845,0.002718042163559087,-0.003642565716327817,,-0.005480471806580935
2015-06-23,430978,202944,107830,150444,251332,088691,GOLD - COMMODITY EXCHANGE INC.,1176.199951171875,0.23409083526305288,-100888,-5.833521762348515,95114,4.664460042625048,0.060359503803114174,0.06239582461853308,-0.003642565716327817,-0.00399587771381249,,-0.002298043612506076
2015-06-30,442301,194476,127321,163797,238566,088691,GOLD - COMMODITY EXCHANGE INC.,1171.5,0.16904551425386785,-74769,6.060402155098404,67155,-6.4873381007847275,0.06491402042434319,0.08688396722157136,-0.00399587771381249,-0.01630386306951559,0.2777501159182389,-0.004758683006602584
2015-07-07,452145,193776,143328,172552,225141,088691,GOLD - COMMODITY EXCHANGE INC.,1152.4000244140625,0.11631003328578221,-52589,5.014684570010016,50448,-3.7772919346779683,0.055771663066737406,0.04956037305994589,-0.01630386306951559,0.0007809999956569502,0.27177085359851827,-0.0053201932479378595
2015-07-14,462664,191014,143190,183945,232414,088691,GOLD - COMMODITY EXCHANGE INC.,1153.300048828125,0.10476069026334446,-48469,0.9112121111590309,47824,-0.5803448008935187,0.04483150358224513,0.008677334801498486,0.0007809999956569502,-0.04326716578635903,0.2658062049079764,-0.005807155562018947
2015-07-21,459760,187720,159441,189676,211260,088691,GOLD - COMMODITY EXCHANGE INC.,1103.4000244140625,0.04694623281712198,-21584,5.810912454826829,28279,-4.224447979527259,0.06705558991958817,0.056299526732553486,-0.04326716578635903,-0.0064346342476363505,0.25825930931863655,-0.01582097079786392
2015-07-28,438282,182977,158512,176720,191986,088691,GOLD - COMMODITY EXCHANGE INC.,1096.300048828125,0.03483145554688534,-15266,1.3741952322951105,24465,-0.8295632503915086,0.08741382022532858,0.01660961260831242,-0.0064346342476363505,-0.0051081797015662955,0.25081171419291154,-0.01644057442752664
2015-08-04,434273,184792,154892,170826,185646,088691,GOLD - COMMODITY EXCHANGE INC.,1090.699951171875,0.0341259990835258,-14820,0.10176096668355077,29900,1.2400691792042566,0.03431966606072847,0.016000164859104344,-0.0051081797015662955,0.015494659549498246,0.24382185241518942,-0.01359929762649191
2015-08-11,435489,187778,155336,166020,190478,088691,GOLD - COMMODITY EXCHANGE INC.,1107.5999755859375,0.056162153349453146,-24458,-2.2193412899259224,32442,0.5853460841452266,0.027035214783813655,0.009996677489114406,0.015494659549498246,0.008577103836585387,0.23795748681938514,-0.009877451855887792
2015-08-18,432728,185712,144053,166062,196010,088691,GOLD - COMMODITY EXCHANGE INC.,1117.0999755859375,0.06920744671017359,-29948,-1.2606518189896876,41659,2.1164713689668395,0.015394728120373848,0.040480342061771264,0.008577103836585387,0.018888171199601178,0.23284384924031815,0.003127342123146782
2015-08-25,432154,189893,119160,156659,219295,088691,GOLD - COMMODITY EXCHANGE INC.,1138.199951171875,0.14493907264539957,-62636,-7.5539368841396906,70733,6.718770220554251,0.08694680732217239,0.09407447913464681,0.018888171199601178,0.0004392901260321658,0.2302584146345852,0.009418445586710277
2015-09-01,410274,182753,110068,146865,215953,088691,GOLD - COMMODITY EXCHANGE INC.,1138.699951171875,0.16839478007380435,-69088,-1.4929862965516922,72685,0.4516908324347339,0.036205480433716075,0.05543318272938075,0.0004392901260321658,-0.016070894478373732,0.22849088221856292,0.010791369336506608
2015-09-08,421732,183615,124322,155620,211599,088691,GOLD - COMMODITY EXCHANGE INC.,1120.4000244140625,0.13273595553574308,-55979,3.195181756582186,59293,-3.2641600491378933,0.03569804394652782,0.04908796279758522,-0.016070894478373732,-0.015708653340258394,0.22583102314404016,0.0029540501652203888
2015-09-15,413333,174225,134678,154988,187967,088691,GOLD - COMMODITY EXCHANGE INC.,1102.800048828125,0.07978796757094159,-32979,5.45370045431696,39547,-4.682120398736638,0.07074980682596842,0.06392297905815095,-0.015708653340258394,0.02013053154600919,0.22188391353395642,-0.003117877154597617
2015-09-22,419304,182080,120955,149092,206320,088691,GOLD - COMMODITY EXCHANGE INC.,1125.0,0.13648331520805906,-57228,-5.866698279595386,61125,5.220488081038775,0.06822785949827243,0.07120629630240731,0.02013053154600919,0.001866644965277775,0.21963652936748543,-0.0028063656997741574
2015-09-29,415700,182792,106147,149535,222678,088691,GOLD - COMMODITY EXCHANGE INC.,1127.0999755859375,0.17595140726485448,-73143,-3.7955755251559724,76645,3.7013717970732456,0.04513813327315274,0.05371375965169119,0.001866644965277775,0.017478549967979706,0.21851639803152054,-0.0024485881735692187
2015-10-06,430228,191000,104181,148424,236893,088691,GOLD - COMMODITY EXCHANGE INC.,1146.800048828125,0.20563282724508866,-88469,-3.686793360596584,86819,2.447438056290594,0.039775042367712815,0.03446698805139897,0.017478549967979706,0.016567840243306042,0.21819430876185972,0.005924185593385206
2015-10-13,435928,203299,86140,144242,262736,088691,GOLD - COMMODITY EXCHANGE INC.,1165.800048828125,0.2718201170835551,-118494,-6.978857721952081,117159,7.052074713872644,0.07377548663564124,0.10482346884835837,0.016567840243306042,0.010464874473232744,0.21950225530629133,0.01391364641371349
2015-10-20,467792,233227,81926,134966,298266,088691,GOLD - COMMODITY EXCHANGE INC.,1178.0,0.3490867736087834,-163300,-10.278302839000936,151301,7.8320273072617494,0.10342264652657236,0.1083346818846719,0.010464874473232744,-0.009507598617890523,0.2225876009801602,0.011527776538637775
2015-10-27,466780,225985,68551,138770,304618,088691,GOLD - COMMODITY EXCHANGE INC.,1166.800048828125,0.3553022837310939,-165848,-0.5446865273454868,157434,1.3110527755925712,0.02290544624572609,0.06999823451123123,-0.009507598617890523,-0.045080644030722206,0.22567398895111213,0.008712849168307191
2015-11-03,443900,194784,78442,146369,271357,088691,GOLD - COMMODITY EXCHANGE INC.,1114.199951171875,0.281567920702861,-124988,8.753588414242255,116342,-8.80329062941857,0.09781531434480975,0.15039564316719492,-0.045080644030722206,-0.023335129365832485,0.22694430558183368,-0.006912719871185492
2015-11-10,436426,174561,106172,155946,227840,088691,GOLD - COMMODITY EXCHANGE INC.,1088.199951171875,0.16473354016488476,-71894,11.960801982428475,68389,-10.802658256364046,0.13834272224625183,0.17081354881684732,-0.023335129365832485,-0.017919500895952623,0.22556184412812372,-0.017008451516756475
2015-11-17,435376,173395,138996,170494,198967,088691,GOLD - COMMODITY EXCHANGE INC.,1068.699951171875,0.06539864393076329,-28473,9.949223923414278,34399,-7.788261927566185,0.11752525977031406,0.10880595151588875,-0.017919500895952623,0.005240102846556072,0.2220800354281811,-0.024252445661338745
2015-11-24,397705,159440,143138,155709,167692,088691,GOLD - COMMODITY EXCHANGE INC.,1074.300048828125,0.030130373015174565,-11983,3.7875307779941934,16302,-4.156637021792657,0.1424238020290599,0.059809371467852916,0.005240102846556072,-0.009773805755155296,0.2179960000576916,-0.020482126822419504
2015-12-01,390940,158792,149042,155554,158465,088691,GOLD - COMMODITY EXCHANGE INC.,1063.800048828125,0.007446155420269095,-2911,2.281087740913491,9750,-1.64745225732641,0.02987717303730029,0.021284198626532483,-0.009773805755155296,0.011750328469875448,0.21360954496107865,-0.01151310547507991
2015-12-08,394128,162764,143141,149617,163614,088691,GOLD - COMMODITY EXCHANGE INC.,1076.300048828125,0.0355138432184468,-13997,-2.835729267918351,19623,2.52545147592981,0.03539241007435407,0.03227472581356957,0.011750328469875448,-0.012450082510590321,0.20997493880306572,-0.0026793049677269302
2015-12-15,390944,155934,142278,151012,159278,088691,GOLD - COMMODITY EXCHANGE INC.,1062.9000244140625,0.021143693214373413,-8266,1.4540961312061056,13656,-1.513975155279503,0.01846981855683393,0.02579708395369737,-0.012450082510590321,0.011195807828325632,0.2061983138912919,-0.0013092208931106417
2015-12-22,405294,154276,127849,151272,173523,088691,GOLD - COMMODITY EXCHANGE INC.,1074.800048828125,0.05490088676368266,-22251,-3.577238683801261,26427,3.2667082753540146,0.04465893871518958,0.057020824102791315,0.011195807828325632,0.0025120497294532917,0.20323169767310348,0.00018054570875650688
2015-12-29,401880,150229,131127,147179,162514,088691,GOLD - COMMODITY EXCHANGE INC.,1077.5,0.0381581566636807,-15335,1.706415589670708,19102,-1.8073299876139297,0.048764421540041264,0.026034632280811498,0.0025120497294532917,0.0008352894794083632,0.20005720649984535,0.003246749479337749
2016-01-05,413688,153532,126972,147674,166949,088691,GOLD - COMMODITY EXCHANGE INC.,1078.4000244140625,0.04659308464349945,-19275,-0.9803921568627451,26560,1.8557778441325767,0.01566954736303449,0.02658785614465391,0.0008352894794083632,0.006676512434045101,0.19496604159143047,0.0005231292756662675
2016-01-12,397565,158655,113937,142221,185806,088691,GOLD - COMMODITY EXCHANGE INC.,1085.5999755859375,0.10962987184485556,-43585,-5.876409274622421,44718,4.389298215079964,0.07410975316056301,0.06661237307037624,0.006676512434045101,0.003960988324271275,0.19048996936264306,0.0052908933736260004
2016-01-19,408835,158320,114626,140723,180866,088691,GOLD - COMMODITY EXCHANGE INC.,1089.9000244140625,0.09818875585505155,-40143,0.8657703771710287,43694,-0.2575679448643618,0.02001934145757473,0.0037516578370813273,0.003960988324271275,0.029176920860157107,0.1844284344232414,0.0034901124576813044
2016-01-26,385350,170471,111431,115343,175176,088691,GOLD - COMMODITY EXCHANGE INC.,1121.699951171875,0.15526923575969898,-59833,-4.816123864150574,59040,3.7535925251018134,0.10694653361742261,0.05443735766330143,0.029176920860157107,0.004992509494539332,0.17836851006260515,0.010111137501769575
2016-02-02,379185,176968,104146,116469,193824,088691,GOLD - COMMODITY EXCHANGE INC.,1127.300048828125,0.2040033229162546,-77355,-4.547035162838978,72822,3.5764889061891783,0.06372686460861186,0.049026373642010006,0.004992509494539332,0.06333708795450965,0.17297371876997897,0.011139457995076743
2016-02-09,410833,201754,103326,121357,226280,088691,GOLD - COMMODITY EXCHANGE INC.,1198.699951171875,0.25539087658488974,-104923,-7.270329786252093,98428,6.752904255178871,0.1074223975008414,0.08393208338796382,0.06333708795450965,0.007675042643651819,0.16954243379264464,0.025050476996455524
2016-02-16,428912,209101,91741,127800,259784,088691,GOLD - COMMODITY EXCHANGE INC.,1207.9000244140625,0.30771813332338566,-131984,-6.586861328082214,117360,4.608198465069749,0.10306669005944517,0.06293004301261126,0.007675042643651819,0.01192153665287643,0.1683689507822247,0.02595561002757671
2016-02-23,445290,227381,82403,120854,284003,088691,GOLD - COMMODITY EXCHANGE INC.,1222.300048828125,0.366388196456242,-163149,-7.266059238258664,144978,6.439083075316149,0.07697779709872869,0.08915244170131446,0.01192153665287643,0.0065450377815741145,0.1688798056248912,0.02174343309242269
2016-03-01,450555,223186,70773,115571,287002,088691,GOLD - COMMODITY EXCHANGE INC.,1230.300048828125,0.38048850861714995,-171431,-1.859911518336365,152413,1.6696983987962901,0.020572666323871697,0.05383403808014043,0.0065450377815741145,0.025847293746027455,0.17033985368638757,0.02212314482936925
2016-03-08,499110,252895,78085,116493,311865,088691,GOLD - COMMODITY EXCHANGE INC.,1262.0999755859375,0.3914407645609184,-195372,-5.313668697495311,174810,4.970980235487343,0.0601949770985951,0.11185267992023687,0.025847293746027455,-0.025116830508738475,0.1736863970961266,0.012913488546150377
2016-03-15,493086,247659,78147,118610,304141,088691,GOLD - COMMODITY EXCHANGE INC.,1230.4000244140625,0.376264992313714,-185531,1.9717096431648335,169512,-1.0614894512231772,0.023278478347774457,0.016261210659103884,-0.025116830508738475,0.014466780237824883,0.17839433565703292,0.0047877796872728825
2016-03-22,510579,258646,79815,127081,327075,088691,GOLD - COMMODITY EXCHANGE INC.,1248.199951171875,0.39170040287595065,-199994,-2.9331597327849503,178831,1.889934007455089,0.06915024793242851,0.0373898322110967,0.014466780237824883,-0.0100945169675003,0.18358064130811233,0.00542085091664118
2016-03-29,480461,262082,72276,123227,331191,088691,GOLD - COMMODITY EXCHANGE INC.,1235.5999755859375,0.43284262406313934,-207964,-1.5609729346487027,189806,2.149520446395171,0.017538917912582688,0.03282409872053308,-0.0100945169675003,-0.005827089117949158,0.187879862444097,0.0012748686364347766
2016-04-05,474094,263781,73381,118103,325348,088691,GOLD - COMMODITY EXCHANGE INC.,1228.4000244140625,0.437139048374373,-207245,0.14964794228876016,190400,0.12363126247499796,0.024731030034885478,0.008316476945800535,-0.005827089117949158,0.025236078951387908,0.19095449475573556,-0.006665076445835507
2016-04-12,504523,286341,72534,122181,353968,088691,GOLD - COMMODITY EXCHANGE INC.,1259.4000244140625,0.45941810383272913,-231787,-5.176610545588005,213807,4.937206545537383,0.06867178131215229,0.06522326715430164,0.025236078951387908,-0.005081804263931233,0.19474711826905342,0.005927709639263639
2016-04-19,503331,291143,74306,117743,357864,088691,GOLD - COMMODITY EXCHANGE INC.,1253.0,0.4770638009580177,-240121,-1.6518572988743823,216837,0.6005672684892464,0.01752287077355884,0.017988830178766395,-0.005081804263931233,-0.008619352616221043,0.19883975915233035,0.0010576076862790125
2016-04-26,497884,288173,67316,116445,356553,088691,GOLD - COMMODITY EXCHANGE INC.,1242.199951171875,0.48225691124840325,-240108,0.002582793430168219,220857,0.7986791991750956,0.005515879559744439,0.02801774457156199,-0.008619352616221043,0.03904363380005438,0.2030213683736206,0.0014259411009079845
2016-05-03,565774,338476,66828,116644,411545,088691,GOLD - COMMODITY EXCHANGE INC.,1290.699951171875,0.5212346272539918,-294901,-11.005173895927566,271648,10.201372207180789,0.10449100606033068,0.12531581232852376,0.03904363380005438,-0.020763870590899014,0.20947952346856522,0.012565363097549022
2016-05-10,579777,337251,72353,123211,408207,088691,GOLD - COMMODITY EXCHANGE INC.,1263.9000244140625,0.4915614106803133,-284996,1.75069904237381,264898,-1.1930558845051205,0.018638811632274405,0.0164793312565307,-0.020763870590899014,0.009731724440400047,0.2152581231244728,0.0011439969681175956
2016-05-17,595077,340748,74460,122477,412720,088691,GOLD - COMMODITY EXCHANGE INC.,1276.199951171875,0.48774024201910005,-290243,-0.9050031305139735,266288,0.23974735113673015,0.009803866613602094,0.0134968497716807,0.009731724440400047,-0.037063100272319516,0.2187000333440901,0.004836319886912817
2016-05-24,542958,291266,84634,146205,371418,088691,GOLD - COMMODITY EXCHANGE INC.,1228.9000244140625,0.4147889892035848,-225213,10.927997553257814,206632,-10.02492114465859,0.12563197539522009,0.15870178238893323,-0.037063100272319516,-0.011473655550344963,0.22155490061687422,-0.002265467390176925
2016-05-31,494321,274589,77454,133624,347662,088691,GOLD - COMMODITY EXCHANGE INC.,1214.800048828125,0.43299394522992146,-214038,2.058170245212337,197135,-1.7491223998909677,0.07549980676770153,0.0677672897913039,-0.011473655550344963,0.024366129730148955,0.22466554847864245,-0.015004228052662019
2016-06-07,496330,295688,67069,112940,356632,088691,GOLD - COMMODITY EXCHANGE INC.,1244.4000244140625,0.4909878508250559,-243692,-5.998935914112489,228619,6.369140700071411,0.06315112485412248,0.08679088205051867,0.024366129730148955,0.0331082854094884,0.23038577495761522,-0.0036162561927586706
2016-06-14,545357,347557,67695,113281,411358,088691,GOLD - COMMODITY EXCHANGE INC.,1285.5999755859375,0.546572245336541,-298077,-10.957427517981987,279862,10.324380956218643,0.10496169747197596,0.1264172117172223,0.0331082854094884,-0.01174546972051349,0.23735161573868171,0.0022319222367285876
2016-06-21,571517,358825,66096,119782,431919,088691,GOLD - COMMODITY EXCHANGE INC.,1270.5,0.5461552324777741,-312137,-2.5781277218409224,292729,2.3593719343475925,0.04905193211540309,0.03028092280682762,-0.01174546972051349,0.0352617464211924,0.24335285414665708,0.008527360958278996
2016-06-28,613792,373128,71208,127169,453490,088691,GOLD - COMMODITY EXCHANGE INC.,1315.300048828125,0.5316475288045461,-326321,-2.4818159389834427,301920,1.6081761347431487,0.04987092252079103,0.04369441143639048,0.0352617464211924,0.031247604394568196,0.25032596981109323,0.02004541444852224
2016-07-05,652971,389590,73627,123735,463942,088691,GOLD - COMMODITY EXCHANGE INC.,1356.4000244140625,0.5210139500835412,-340207,-2.2623299098065797,315963,2.2879086074761483,0.02362862592886909,0.040760593846944304,0.031247604394568196,-0.01644061370299532,0.2581087374418194,0.021730220868105103
2016-07-12,633020,378081,80618,123258,448710,088691,GOLD - COMMODITY EXCHANGE INC.,1334.0999755859375,0.5141259359893843,-325452,2.2596715627493413,297463,-2.8332039248297396,0.027464823206892693,0.040331459192193574,-0.01644061370299532,-0.0019488611299880443,0.265981146013474,0.009535211879508067
2016-07-19,617069,366871,80960,119433,434910,088691,GOLD - COMMODITY EXCHANGE INC.,1331.5,0.5112507677423432,-315477,1.5757795962212884,285911,-1.8249028466715111,0.03179439444531635,0.025795445156766728,-0.0019488611299880443,-0.00811118950666545,0.2749100793774205,0.011958184058907964
2016-07-26,576325,347426,68471,117420,426443,088691,GOLD - COMMODITY EXCHANGE INC.,1320.699951171875,0.5361957228994058,-309023,1.0459122075489127,278955,-1.1272645360567457,0.019269558694009335,0.07678343435994969,-0.00811118950666545,0.033088570347422186,0.28455169990343054,0.0011860314003467917
2016-08-02,582211,365801,71618,113911,437938,088691,GOLD - COMMODITY EXCHANGE INC.,1364.4000244140625,0.5565456509753337,-324027,-2.6033921832299485,294183,2.642259141977183,0.027188596880668443,0.049202252302712045,0.033088570347422186,-0.01861625913189968,0.2945982316705807,0.0016456217234659298
2016-08-09,575399,356471,70024,116251,429192,088691,GOLD - COMMODITY EXCHANGE INC.,1339.0,0.543867820416789,-312941,1.9041206710282013,286447,-1.3287279010530546,0.02032476354082828,0.025613430403638966,-0.01861625913189968,0.008588498879761097,0.303977186806491,0.0011024572153765478
2016-08-16,572496,351535,67684,116128,427121,088691,GOLD - COMMODITY EXCHANGE INC.,1350.5,0.5432230094184064,-310993,0.3385476860404693,283851,-0.4511651914584488,0.004038663669882503,0.01735608357445631,0.008588498879761097,-0.007330636367317678,0.31309287070472624,0.0037304384015094394
2016-08-23,572973,359785,65176,108571,426046,088691,GOLD - COMMODITY EXCHANGE INC.,1340.5999755859375,0.5540837002790707,-317475,-1.1322349850479303,294609,1.8791397669154022,0.016146138263467117,0.02531526422424646,-0.007330636367317678,-0.02155753016587303,0.32096103662075837,0.003924831195593408
2016-08-30,558398,340586,64245,109854,411067,088691,GOLD - COMMODITY EXCHANGE INC.,1311.699951171875,0.5394234936371549,-301213,2.838179111406646,276341,-3.1882828684772235,0.03121778542235771,0.049724452919860385,-0.02155753016587303,0.02874138495507772,0.3280962041892843,-0.009776617455509675
2016-09-06,590656,370375,62515,110470,440443,088691,GOLD - COMMODITY EXCHANGE INC.,1349.4000244140625,0.5586551224401344,-329973,-5.150448246591141,307860,5.6445402741413835,0.054440537798164136,0.07281064473653814,0.02874138495507772,-0.02252854888398481,0.3362869573989842,0.0021082054977143126
2016-09-13,575002,351776,66363,116841,428212,088691,GOLD - COMMODITY EXCHANGE INC.,1319.0,0.5415128990855684,-311371,3.1493796727706145,285413,-3.800350796402644,0.03412879114508131,0.053683105378833355,-0.02252854888398481,-0.004018232621777917,0.3451662830050347,-0.00568496143038605
2016-09-20,558791,326326,70147,120314,410929,088691,GOLD - COMMODITY EXCHANGE INC.,1313.699951171875,0.5200781687607711,-290615,3.6097265748640877,256179,-5.084156229021812,0.0390706324600983,0.0737351597712833,-0.004018232621777917,0.0092868034525726,0.35254310711181763,-0.004852485968984527
