,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,HG_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2015-03-17,164490,55248,72795,85615,57445,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.6414999961853027,-0.17125661134415465,28170,-2.5475069867692812,-17547,2.4239066238834868,0.029246470012582133,0.031091117827604788,0.0024667953493628936,0.06568240063816577,
2015-03-24,165590,58237,67317,81659,64083,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.815000057220459,-0.1061416752219337,17576,-6.44051310110037,-9080,5.147425375402761,0.0726900961973899,0.06743711868996607,0.06568240063816577,-0.024156332795402302,
2015-03-31,170125,60278,64432,82059,69145,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.746999979019165,-0.07590889052167524,12914,-2.815387402620931,-4154,2.974817319886467,0.036123382979286266,0.03949963916285783,-0.024156332795402302,0.010920994400765327,
2015-04-07,171006,58765,63761,82527,71351,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.7769999504089355,-0.06535443200823363,11176,-1.021601763409258,-4996,-0.49493019838354146,0.017377402877604337,0.01782478820821703,0.010920994400765327,-0.02070575678282416,
2015-04-14,165760,54693,61923,81400,66570,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.7195000648498535,-0.08946669884169885,14830,2.1367671309778604,-7230,-1.3063869104008046,0.03992701223220923,0.050679152088907185,-0.02070575678282416,-0.005331914248216552,
2015-04-21,157721,50483,62802,79538,64110,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.7049999237060547,-0.09781829940210879,15428,0.3607625482625483,-12319,-3.0701013513513513,0.03008743595455558,0.04492209913051154,-0.005331914248216552,0.02772645094235715,
2015-04-28,154447,50505,66588,81832,61536,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.7799999713897705,-0.13141077521738848,20296,3.0864628045726312,-16083,-2.386492604028633,0.033954578427543104,0.032521158395463434,0.02772645094235715,0.057553988301194625,
2015-05-05,166179,63530,63982,78884,75206,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.940000057220459,-0.02213276045709747,3678,-10.759678077269225,-452,10.120623903345484,0.1078460639885781,0.12258454106280194,0.057553988301194625,0.0035714129317261367,
2015-05-12,178077,73722,65206,77044,82657,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.950500011444092,0.03152007277750636,-5613,-5.590959146462549,8516,5.396590423579394,0.058177469145465587,0.08217206034780605,0.0035714129317261367,-0.030164374276683947,
2015-05-19,179210,73598,64257,77109,83885,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.861500024795532,0.03781039004519837,-6776,-0.6530882708042027,9341,0.46328273724287805,0.008031355205784067,0.007783540676798085,-0.030164374276683947,-0.0027957838030506776,
2015-05-26,172622,64899,63275,78383,78749,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.8534998893737793,0.0021202395986606574,-366,3.5768093298365047,1624,-4.306121310194744,0.040793727566631875,0.07553013871768065,-0.0027957838030506776,-0.033467669904680974,
2015-06-02,160588,50709,59453,79435,67856,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.757999897003174,-0.07210376865021048,11579,6.919743717486764,-8744,-6.0061869286649445,0.08109796253674699,0.1635046567781994,-0.033467669904680974,-0.006345150239153385,
2015-06-09,171541,50677,64059,81795,64122,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.740499973297119,-0.10302493281489557,17673,3.794804094951055,-13382,-2.8881360998331136,0.041763468273059344,0.04042323246409148,-0.006345150239153385,-0.04159827882750777,
2015-06-16,181765,53535,70047,86938,66044,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.626499891281128,-0.11495062305724424,20894,1.877685218111122,-16512,-1.8246366757801342,0.04618190375338275,0.07158000356038906,-0.04159827882750777,0.0028555766121576287,
2015-06-23,184635,54093,77732,88108,61595,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.634000062942505,-0.14359682617055272,26513,3.0913542211096745,-23639,-3.9209968915907902,0.03753431794954009,0.06252986914469941,0.0028555766121576287,-0.003986315099743454,
2015-06-30,166278,59718,81525,77411,52697,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.623500108718872,-0.1486306065745318,24714,-0.974354808134969,-21807,0.9922279091179896,0.15060565069019582,0.06667941066105931,-0.003986315099743454,-0.06575190637161454,-0.14973221906096254
2015-07-07,167008,55639,81068,80720,49595,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.450999975204468,-0.18636831768538034,31125,3.8555912387688087,-25429,-2.1782797483732064,0.049196178490580514,0.03318045162281375,-0.06575190637161454,0.03814775123418812,-0.15108911160260766
2015-07-14,161713,53064,73822,78077,51355,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.5445001125335693,-0.16524336324228725,26722,-2.6364006514657983,-20758,2.796872006131443,0.03401786266147475,0.07740018599372665,0.03814775123418812,-0.026331360863580233,-0.15159462058973908
2015-07-21,165842,56919,79086,75911,49681,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.4774999618530273,-0.15816258848783782,26230,-0.3042427015762493,-22167,-0.8712966799206001,0.030575195872348557,0.0670490055512665,-0.026331360863580233,-0.03007057382517142,-0.15182110224139764
2015-07-28,163656,55698,80152,77675,46041,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.4030001163482666,-0.1932956934056802,31634,3.2585231726583133,-24454,-1.3790234078219026,0.04368068802741763,0.016834744203165254,-0.03007057382517142,-0.015813610058941885,-0.15320358861354041
2015-08-04,181276,60578,92908,85447,46797,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.365000009536743,-0.2132107945894658,38650,4.2870411106222805,-32330,-4.812533607078262,0.06448685762681104,0.1149029878946614,-0.015813610058941885,-0.010147961662292593,-0.15513930493534445
2015-08-11,195117,60308,94067,88567,47926,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.3410000801086426,-0.20829041036916313,40641,1.098325205763587,-33759,-0.788300712725347,0.031129801528283502,0.00925668016194332,-0.010147961662292593,-0.018795449494880545,-0.15680027698015128
2015-08-18,191265,60821,89793,83872,47927,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.296999931335449,-0.1879329725773142,35945,-2.4067610715621908,-28972,2.4533997550187836,0.0356300123673169,0.03178323396231426,-0.018795449494880545,0.011319122187812836,-0.15774369199824712
2015-08-25,166991,60331,83656,76236,44390,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.322999954223633,-0.19070488828739274,31846,-2.1430998875905156,-23325,2.9524481739994246,0.09262513885895246,0.04602498836700535,0.011319122187812836,-0.008824771885861282,-0.15871313894792788
2015-09-01,158648,61031,81421,74534,46459,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.302500009536743,-0.17696409661640866,28075,-2.2582055320346606,-20390,1.7575797498068757,0.03116709231112544,0.02060343133125544,-0.008824771885861282,0.059066196491079026,-0.15923459488131303
2015-09-08,159016,60691,73958,72133,52296,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.438499927520752,-0.12474845298586305,19837,-5.1926277040996425,-13267,4.489813927688972,0.06620643097670158,0.057950671746541005,0.059066196491079026,-0.001025146145655853,-0.15827664649532833
2015-09-15,154631,59530,63571,69710,59257,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.436000108718872,-0.0675996404343243,10453,-5.901292951652664,-4041,5.801931881068572,0.07276279978599176,0.093809148585308,-0.001025146145655853,-0.052955739393627965,-0.15582591660178768
2015-09-22,152575,52382,65632,70959,51740,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.306999921798706,-0.12596427986236278,19219,5.6689797000601425,-13250,-5.9554681790844,0.0714431250458439,0.07803311471520329,-0.052955739393627965,-0.02319026392327861,-0.15504008405601333
2015-09-29,151710,52419,69425,72385,49149,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.253499984741211,-0.15316063542284622,23236,2.632803539242995,-17006,-2.461740127805997,0.033052479141639377,0.03143363645316963,-0.02319026392327861,0.046816056600052613,-0.1549918930654193
2015-10-06,153387,54617,66165,72020,55486,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.3589999675750732,-0.10779270733504143,16534,-4.417638916353569,-11548,3.597653417704832,0.05256223236553574,0.04518885264360584,0.046816056600052613,0.013777036480266514,-0.15381191342215986
2015-10-13,156482,54291,60432,70513,60297,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.3914999961853027,-0.06528546414284071,10216,-4.118993135011442,-6141,3.525070573125493,0.04829905970491553,0.0528141697828683,0.013777036480266514,-0.009199278453560167,-0.15165273173242036
2015-10-20,162963,56571,61154,70231,61490,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.369499921798706,-0.0536379423550131,8741,-0.9426004268861594,-4583,0.995641671246533,0.01119791073556988,0.02550010617965598,-0.009199278453560167,-0.00485329484022734,-0.14931904627105352
2015-10-27,165946,58172,59021,71732,65587,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.3580000400543213,-0.03703011823123185,6145,-1.5929996379546278,-849,2.291317661064168,0.04076639066698709,0.031861971278148014,-0.00485329484022734,-0.013146792537114371,-0.14670767585152278
2015-11-03,165386,55293,67071,76694,58720,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.3269999027252197,-0.10867909012854776,17974,7.128222433803767,-11778,-6.585877333590445,0.08735433559307014,0.0893154849465529,-0.013146792537114371,-0.047485974849758916,-0.14584338981236425
2015-11-10,173872,52814,80242,80345,48776,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.2165000438690186,-0.18156459924542193,31569,8.220163738164054,-27428,-9.462711474973698,0.10528883760193927,0.11761964886964887,-0.047485974849758916,-0.050078979850322836,-0.1466371944664322
2015-11-17,193328,61534,90817,84208,49850,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.1054999828338623,-0.1777186956881569,34358,1.604053556639367,-29283,-1.0668767829207693,0.03682734338868251,0.12664833181272195,-0.050078979850322836,-0.02469724350525926,-0.14731287927560013
2015-11-24,186199,64527,98293,83953,46557,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.053499937057495,-0.20083888742689274,37396,1.5714226599354466,-33766,-2.318857071919225,0.027185656271550073,0.06429799778896941,-0.02469724350525926,0.00633066074631583,-0.1484517305128617
