,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,OJ_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w,Basis
2016-08-02,18103,9094,2098,6003,14476,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,170.85000610351562,0.46804397061260566,-8473,9.89292243405589,6996,-8.211021154348394,0.09248498461838957,0.15832737669764116,-0.1159119994643435,0.07462686300564081,0.23247367955587336,-0.019587554967353135
2016-08-09,17469,8030,2029,6426,13963,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,183.6000061035156,0.4314499971377869,-7537,5.170413743578412,6001,-5.496326575705684,0.04590710677326009,0.11263545084004374,0.07462686300564081,-0.027233114563084082,0.2389017977408585,0.012375981560919107
2016-08-16,16438,7490,1900,5971,12899,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,178.60000610351562,0.42146246502007545,-6928,3.486175510905032,5590,-2.352739137901425,0.08049814520402755,0.07124600638977636,-0.027233114563084082,0.0475923835919323,0.2447151618617025,-0.0029145091922129834
2016-08-23,15410,7290,1154,5124,12616,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,187.1000061035156,0.4861778066190785,-7492,-3.4310743399440318,6136,3.3215719673926265,0.0636978579481398,0.11203221222169588,0.0475923835919323,0.009353286707173059,0.2529753433658194,-0.005245198893602668
2016-08-30,15296,7802,1172,4660,12793,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,188.8500061035156,0.5317076359832636,-8133,-4.159636599610642,6630,3.2057105775470474,0.03672721022173838,0.05905950523735235,0.009353286707173059,0.015620846454329484,0.26127021412367757,0.02575044770050984
2016-09-06,15779,8990,1353,3931,12904,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,191.8000030517578,0.5686672159198936,-8973,-5.49163179916318,7637,6.583420502092051,0.0498960498960499,0.13236005027554867,0.015620846454329484,0.02815429515414114,0.2694967538071608,0.011269609279576412
2016-09-13,16336,9418,1608,3812,12837,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,197.1999969482422,0.5524608227228207,-9025,-0.32955193611762473,7810,1.0963939413144053,0.011171842152681842,0.06194449483040087,0.02815429515414114,0.03651114127619359,0.278279528932387,0.02486840492032996
2016-09-20,16498,9773,2287,3298,12458,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,204.3999938964844,0.5552188144017457,-9160,-0.8263956904995102,7486,-1.9833496571988247,0.05667682152830668,0.0857379767827529,0.03651114127619359,0.02397264824653056,0.28883805038961463,0.02216248025743002
2016-09-27,17057,10226,2448,3304,12589,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,209.3000030517578,0.5443512927243946,-9285,-0.7576675960722512,7778,1.7699115044247788,0.008620147234631599,0.04844563673662616,0.02397264824653056,-0.03392262780693733,0.30276686299970645,0.025730837139232708
2016-10-04,16264,9457,2240,3397,12232,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,202.1999969482422,0.5432242990654206,-8835,2.6382130503605556,7217,-3.288972269449493,0.02879262908695374,0.08352569034795247,-0.03392262780693733,-0.010633006572372539,0.3170526962741633,0.013586153053190437
2016-10-11,16409,9389,2360,3674,12275,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,200.0500030517578,0.5241635687732342,-8601,1.438760452533202,7029,-1.1559272011805213,0.020063953852906137,0.016001361818027065,-0.010633006572372539,-0.050487407895227654,0.33135496768068595,0.003974131453991324
2016-10-18,15656,8088,1808,4619,11962,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,189.9499969482422,0.46902146142054163,-7343,7.6665244682796025,6280,-4.564568224754708,0.07586997165430312,0.1872473726758286,-0.050487407895227654,0.0934456450917267,0.3413094303333354,-0.01792733722939702
2016-10-25,15655,8366,1860,4583,12093,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,207.6999969482422,0.47971893963589907,-7510,-1.0666836995401123,6506,1.4435360245273376,0.010014391940513312,0.03227068257383141,0.0934456450917267,0.12108815370633197,0.3501908571961637,-0.0003994290568684729
2016-11-01,16660,10133,2742,3748,12023,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,232.8500061035156,0.4966986794717887,-8275,-4.886617694027468,7391,5.653145959757266,0.05738380571935832,0.205747572815534,0.12108815370633197,-0.04552289381862107,0.3583710900906397,0.037636137301407996
2016-11-08,17002,10312,2714,3830,12418,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,222.25,0.5051170450535231,-8588,-1.8787515006002402,7598,1.2424969987995198,0.029357459379615952,0.015891294334408106,-0.04552289381862107,-0.06119237841851788,0.36409024292118314,0.029200363515935177
2016-11-15,16114,10105,2478,3347,11830,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,208.6499938964844,0.526436638947499,-8483,0.6175744030114104,7627,0.1705681684507705,0.07056730579165843,0.03520623062862593,-0.06119237841851788,0.009345853170734442,0.3683504717974016,0.026597754352567858
2016-11-22,15866,9752,2578,3265,11503,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,210.6000061035156,0.5192234967855792,-8238,1.520417028670721,7174,-2.8112200570932107,0.02769501625135428,0.03673965936739659,0.009345853170734442,0.022791964168365153,0.3716852012563099,0.005912172276372663
2016-11-29,15798,9683,2572,2984,11453,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,215.3999938964844,0.5360805165210786,-8469,-1.4559435270389511,7111,-0.3970755073742594,0.022927200942023968,0.006119951040391677,0.022791964168365153,0.007428069400431392,0.37596171859382055,-0.01882036087683402
2016-12-06,16388,9984,2597,3252,11958,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,217.0,0.5312423724676593,-8706,-1.500189897455374,7387,1.7470565894417016,0.050821827744904666,0.025912089659009617,0.007428069400431392,-0.06820277904035854,0.38027558282610063,-0.005421291601355507
2016-12-13,15364,8946,2116,3697,11186,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,202.1999969482422,0.4874381671439729,-7489,7.426165486941665,6830,-3.3988284110324627,0.0817711482899953,0.1373169408786838,-0.06820277904035854,-0.0019782092112828886,0.3841247508335629,-0.007184973287340017
2016-12-20,14233,7971,1875,3982,10643,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,201.8000030517578,0.4679969085927071,-6661,5.389221556886228,6096,-4.777401718302525,0.056615384615384616,0.12350192971765184,-0.0019782092112828886,-0.05500498481493421,0.38665929103845664,-0.010040475973535721
2016-12-27,13153,7326,1648,3731,9669,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,190.6999969482422,0.451455941610279,-5938,5.079744256305768,5678,-2.936836928265299,0.0914179104477612,0.09716960106975707,-0.05500498481493421,0.03303619901718036,0.3882205794965813,-0.029881514501577004
2017-01-03,13065,7349,1513,3617,9844,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,197.0,0.4766169154228856,-6227,-2.197217364859728,5836,1.201246863833346,0.02146943020577966,0.01782893252087565,0.03303619901718036,-0.07360406091370564,0.39061404204807726,-0.023306952660826386
2017-01-10,13221,6278,1501,4575,9449,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,182.5,0.3686559261780501,-4874,10.355912743972445,4777,-8.105625717566015,0.09647746719908729,0.1392209795603548,-0.07360406091370564,-0.04876708984375,0.3930884972021537,-0.02469007067380485
2017-01-17,12732,5287,1522,4945,9106,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,173.60000610351562,0.3268143261074458,-4161,5.392935481431057,3765,-7.654489070418275,0.05074371930823429,0.14862681744749595,-0.04876708984375,-0.04637098369085135,0.39696396456572275,-0.03675214607805486
2017-01-24,11850,3604,1300,5671,8215,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,165.5500030517578,0.21468354430379746,-2544,12.70028275212064,2304,-11.47502356267672,0.11644822123001584,0.3884584013050571,-0.04637098369085135,0.044397406881524715,0.40024445255100816,-0.034515343998463476
2017-01-31,11922,4011,1493,5448,8094,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,172.89999389648438,0.22194262707599396,-2646,-0.8607594936708861,2518,1.8059071729957805,0.025402451631959828,0.10901162790697674,0.044397406881524715,-0.01677266627447427,0.4033044912639989,-0.03157961004739606
2017-02-07,11550,3728,1593,5477,7678,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,170.0,0.19056277056277057,-2201,3.732595202147291,2135,-3.212548230162724,0.0338274420372482,0.07197895132493892,-0.01677266627447427,0.0,0.40521217101721985,-0.017022395621000535
2017-02-14,11689,3320,1573,5742,7832,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,170.0,0.17880058174351954,-2090,0.9610389610389611,1747,-3.3593073593073592,0.03086783556799764,0.08747189863069692,0.0,0.0320588055778952,0.4057256868262465,-0.0046975771295789115
2017-02-21,11114,3399,1440,5643,7915,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,175.4499969482422,0.20442684901925498,-2272,-1.5570194199674907,1959,1.8136709727093847,0.013423808821360083,0.04381070469105187,0.0320588055778952,-0.06070102069951089,0.4076954604296889,0.014810665166514473
2017-02-28,10304,3463,1448,4945,7011,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,164.8000030517578,0.20050465838509315,-2066,1.8535180852978224,2015,0.5038689940615441,0.13399130143860824,0.014660965180207697,-0.06070102069951089,0.08616502843014184,0.4089503581409779,-0.01141866588212944
2017-03-07,10361,3710,1332,4670,6903,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,179.0,0.2155197374770775,-2233,-1.6207298136645965,2378,3.5229037267080745,0.03309427114836257,0.07199523998413328,0.08616502843014184,-0.020670374012526138,0.4120370903049899,0.014278281774554027
2017-03-14,10763,3980,1145,4528,7423,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,175.3000030517578,0.2689770510080832,-2895,-6.389344657851559,2835,4.4107711610848375,0.055392854154464065,0.08917073170731707,-0.020670374012526138,0.08556759691311133,0.416132764980947,0.009170928013511576
2017-03-21,11460,4704,918,4112,8444,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,190.3000030517578,0.37801047120418846,-4332,-13.351296107033356,3786,8.835826442441698,0.1144472762026123,0.16915688367129136,0.08556759691311133,-0.10404625714258453,0.421469215164656,0.02233892548252873
2017-03-28,11026,4800,881,3822,8575,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,170.5,0.4310720116089244,-4753,-3.6736474694589876,3919,1.1605584642233857,0.03395982899088489,0.023411371237458192,-0.10404625714258453,-0.09032254484741564,0.4262114264380395,0.011685456875774446
2017-04-04,11346,3476,1458,5391,8098,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,155.10000610351562,0.23858628591574124,-2707,18.556140032650102,2018,-17.241066569925632,0.15167914597079102,0.3852857721929469,-0.09032254484741564,0.042875523112785086,0.42307635346518785,-0.03290332052837736
2017-04-11,11010,3295,1396,5425,7806,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,161.75,0.21625794732061762,-2381,2.873259298431165,1899,-1.0488277807156707,0.024639105131887235,0.051801321679812405,0.042875523112785086,0.011746484676874003,0.4189624132805601,-0.01661875011745491
2017-04-18,11585,3445,1430,6022,8379,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,163.64999389648438,0.20345274061286145,-2357,0.21798365122615804,2015,1.0535876475930972,0.08124435803069231,0.037743589743589746,0.011746484676874003,-0.03421931594002259,0.4151987509862628,-0.03556158243713913
2017-04-25,10708,3260,1333,5524,7726,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,158.0500030517578,0.2056406425102727,-2202,1.3379369874838154,1927,-0.7596029348295209,0.08686792452830189,0.06139777922926192,-0.03421931594002259,0.010123320555726956,0.4130893675675146,-0.017634541807426237
2017-05-02,10541,3397,1215,5395,7712,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,159.64999389648438,0.21980836732757802,-2317,-1.0739633918565559,2182,2.381397086290624,0.010910200656137941,0.05529054640069384,0.010123320555726956,-0.07359849952527153,0.41147671647214756,0.007602530491228148
2017-05-09,10618,3057,1478,5409,7407,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,147.89999389648438,0.18817103032586174,-1998,3.02627834171331,1579,-5.7205198747746895,0.024890761548064917,0.13296582138919516,-0.07359849952527153,-0.03076394848368491,0.40871312610807486,-0.021721209207319552
2017-05-16,11049,3216,1803,5578,7370,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,143.35000610351562,0.16218662322382116,-1792,1.9401017140704464,1413,-1.5633829346392916,0.015909793018226752,0.09643355250049811,-0.03076394848368491,-0.052668313430735525,0.4044228422223525,-0.03264159835203733
2017-05-23,11774,3061,2543,6172,7024,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,135.8000030517578,0.0723628333616443,-852,8.507557244999548,518,-8.10028056837723,0.07123370718399515,0.15970735189150606,-0.052668313430735525,0.004786405610290201,0.3979706596130939,-0.03741827315448493
2017-05-30,12024,2968,3351,6474,6552,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,136.4499969482422,0.006487025948103792,-78,6.573806692712757,-383,-7.652454560896891,0.05941962229387379,0.1425858521918025,0.004786405610290201,-0.028581854039642862,0.3902862972701603,-0.038804332367438
2017-06-06,12320,2569,3941,7074,5878,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,132.5500030517578,-0.09707792207792208,1196,10.595475715236194,-1372,-8.22521623419827,0.09836318715256331,0.15192012288786483,-0.028581854039642862,0.06412674314825129,0.37965386307565324,-0.02717278645604109
2017-06-13,12667,2351,4000,7724,6309,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,141.0500030517578,-0.11170758664245678,1415,1.7775974025974024,-1649,-2.2483766233766236,0.07703270861540654,0.043615178712013855,0.06412674314825129,-0.03863875810227624,0.36859161816456754,-0.003089020793885014
2017-06-20,11728,2069,3757,7046,5596,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,135.60000610351562,-0.12363574351978172,1450,0.27630851819688956,-1688,-0.30788663456224835,0.11003005853504193,0.09011328527291453,-0.03863875810227624,0.05420346986648106,0.3569446065078555,0.0004230446581444072
2017-06-27,10829,2092,4041,6617,4704,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,142.9499969482422,-0.17665527749561363,1913,3.9478171896316505,-1949,-2.225443383356071,0.11668580514088861,0.05005706831893038,0.05420346986648106,-0.08359564325537494,0.34394793583230254,0.012696457998268323
2017-07-11,10703,2066,4250,6754,4433,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,131.0,-0.21685508735868447,2321,3.767660910518053,-2184,-2.170098808754271,0.036470903727540895,0.03720709309689677,-0.08359564325537494,-0.03282445077677709,0.3300016791612684,-0.0009765237298631689
2017-07-18,11682,1901,5502,7262,3905,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,126.6999969482422,-0.28736517719568566,3357,9.679529103989536,-3601,-13.239278706904607,0.09277335004925226,0.19140888828853167,-0.03282445077677709,0.04696130301149726,0.3144360447563769,-0.02553716082701886
2017-07-25,11728,2019,5993,7330,3621,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,132.64999389648438,-0.31625170532060026,3709,3.0131826741996233,-3974,-3.192946413285396,0.03214318327093416,0.07601098352471293,0.04696130301149726,-0.004146157695249841,0.2980548001843636,-0.003821121483435441
2017-08-01,12066,2008,5704,7468,3954,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,132.10000610351562,-0.29123155975468257,3514,-1.6626875852660299,-3696,2.370395634379263,0.041236210821222204,0.03890041493775934,-0.004146157695249841,-0.00416353540004244,0.2820407493059424,-0.018572645956009718
2017-08-08,12848,1985,5918,8187,4478,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,131.5500030517578,-0.28868306351183065,3709,1.6161113873694681,-3933,-1.964196916956738,0.09814449269640742,0.029988611919524233,-0.00416353540004244,0.0589129594846971,0.267488306342011,0.001455729696044485
2017-08-15,12271,1963,5541,7553,4379,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,139.3000030517578,-0.2586586260288485,3174,-4.164072229140722,-3578,2.7630759651307595,0.06143144485417365,0.05317164179104478,0.0589129594846971,-0.05312282119996736,0.2542169866657295,0.02409842863484834
2017-08-22,10451,1985,5185,5970,3570,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,131.89999389648438,-0.22964309635441585,2400,-6.307554396544698,-3200,3.080433542498574,0.2507337526205451,0.052719665271966525,-0.05312282119996736,-0.007960484014827074,0.24169572587006624,-0.0006300871658736451
2017-08-29,10267,1788,5287,5964,3327,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,130.85000610351562,-0.2568423103146002,2637,2.2677255764998563,-3499,-2.860970242082097,0.02680012915724895,0.04226148409893993,-0.007960484014827074,0.11196020797197925,0.22740687746749547,-0.0015847252966294028
2017-09-05,9687,1780,5038,5090,2978,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,145.5,-0.21802415608547537,2112,-5.113470341872017,-3258,2.347326385506964,0.1515865146256817,0.03769433851569375,0.11196020797197925,0.08006868657377586,0.2129889583892505,0.02707753767284968
2017-09-12,9090,2057,2501,4498,5118,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,157.14999389648438,0.06820682068206821,-620,-28.20274594817797,-444,29.04924125116135,0.28410981697171384,0.6173760421237385,0.08006868657377586,-0.031816736838650606,0.20336472001929232,0.03221197590103742
2017-09-19,8859,1818,2189,4358,5150,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,152.14999389648438,0.08940060954961057,-792,-1.892189218921892,-371,0.8030803080308031,0.01809002944888515,0.1375093586224108,-0.031816736838650606,-0.02859014800674975,0.19445971591980754,0.03735639795780552
2017-09-26,8390,1579,2065,4358,4757,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,147.8000030517578,0.047556615017878424,-399,4.436166610226888,-486,-1.2981149113895474,0.043115743280307185,0.09961580680570802,-0.02859014800674975,0.05074424793735344,0.18469698131627157,0.03237570717773749
2017-10-03,8622,1649,2311,4515,4714,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,155.3000030517578,0.023080491765251683,-199,2.3837902264600714,-662,-2.097735399284863,0.021670820240546104,0.0797979797979798,0.05074424793735344,0.03831292228796146,0.17467254283628808,0.017448399860902478
2017-10-10,9007,1704,2471,4284,4936,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,161.25,0.07238814255578994,-652,-5.254001391788448,-767,-1.2178148921363952,0.04913232104121475,0.05149700598802395,0.03831292228796146,-0.05271317829457367,0.16561800136494903,0.0071370419623732915
2017-10-17,9209,2121,2371,4239,5313,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,152.75,0.11662504072103377,-1074,-4.685244809592539,-250,5.739980015543466,0.04417922948073702,0.11509349955476403,-0.05271317829457367,-0.007528601613645658,0.1577807219793298,0.0019365845899929144
2017-10-24,8556,1919,2175,4144,5060,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,151.60000610351562,0.10705937353903694,-916,1.7157128895645566,-256,-0.06515365403409708,0.03780964797913951,0.09721543722520762,-0.007528601613645658,0.030672781723433795,0.15081991259699318,0.007178023815439741
2017-10-31,7794,1883,2186,3406,4509,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,156.25,0.14151911726969463,-1103,-2.1856007480130906,-303,-0.5493221131369799,0.16285533796588755,0.0115507495699189,0.030672781723433795,0.02432001953125007,0.14431606985918155,0.0021835952454858387
2017-11-07,8001,2023,2243,3382,4708,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,160.0500030517578,0.16572928383952007,-1326,-2.861175263022838,-220,1.0649217346676931,0.027564894932014833,0.04617909048288795,0.02432001953125007,0.008434806741553169,0.13795127378933023,-0.0013131064103765813
2017-11-14,9097,2690,2295,3746,5704,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,161.39999389648438,0.21523579201934703,-1958,-7.899012623422072,395,7.686539182602174,0.1439153439153439,0.14423269809428285,0.008434806741553169,0.03314749879697576,0.13237663430790375,0.013878005051932698
2017-11-21,10616,3852,2619,4140,6734,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,166.75,0.24434815373021854,-2594,-6.991315818401671,1233,9.211828075189622,0.13095457053522164,0.229639932004327,0.03314749879697576,-0.008695633872516817,0.126951855746033,0.023856923693122114
2017-11-28,10848,4098,2601,4124,6954,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,165.3000030517578,0.26087758112094395,-2830,-2.223059532780708,1497,2.4868123587038435,0.021303484383462717,0.03940886699507389,-0.008695633872516817,-0.019661221657584438,0.1219836650601746,0.014200368613986356
2017-12-05,10742,4118,2687,3998,6690,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,162.0500030517578,0.250605101470862,-2692,1.2721238938053099,1431,-0.6084070796460177,0.03648952095808383,0.015576781778104336,-0.019661221657584438,-0.07466834850753412,0.11649375323228583,0.003300908504231936
2017-12-12,9798,2786,2437,4569,5944,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,149.9499969482422,0.14033476219636662,-1375,12.260286725004654,349,-10.072612176503444,0.12527347094074004,0.3028910587784798,-0.07466834850753412,-0.061020300651574266,0.10897629918860713,-0.017623817463509595
2017-12-19,9161,1845,2213,5049,5438,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,140.8000030517578,0.0424626132518284,-389,10.063278220044907,-368,-7.317819963257807,0.09402116906646324,0.2870872350911779,-0.061020300651574266,-0.047940339870012005,0.10041907699837357,-0.041876066705349616
2017-12-26,9473,1412,3263,5953,4871,040701,FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.,134.0500030517578,-0.11421936028713185,1082,16.057198995742823,-1851,-16.18818906232944,0.13590169992609016,0.3172192513368984,-0.047940339870012005,,0.0892226102891459,-0.05215951436532671
