,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,ZL_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w,Basis
2015-03-17,370707,117414,88872,155255,182756,007601,SOYBEAN OIL - CHICAGO BOARD OF TRADE,30.040000915527344,0.07418527300536543,-27501,4.704090343530829,28542,-4.083927086878651,0.04988595045723364,0.07096458315154688,-0.025940312357405015,0.035619163189543945,,-0.017558722041319485
2015-03-24,374969,113914,84829,159273,189630,007601,SOYBEAN OIL - CHICAGO BOARD OF TRADE,31.11000061035156,0.08095869258525372,-30357,-0.7704197654751597,29085,0.14647686717542424,0.03121784564764419,0.03795353798624354,0.035619163189543945,-0.023143722487216634,,-0.0015402299555641072
2015-03-31,383769,117865,94344,166151,187463,007601,SOYBEAN OIL - CHICAGO BOARD OF TRADE,30.38999938964844,0.05553340681503717,-21312,2.412199408484435,23521,-1.4838559987625644,0.02557873839836658,0.06345630958159174,-0.023143722487216634,0.021059602166858538,,-0.018474849570161347
2015-04-07,374852,118984,89251,159209,191116,007601,SOYBEAN OIL - CHICAGO BOARD OF TRADE,31.030000686645508,0.0851189269364976,-31907,-2.760775362262194,29733,1.6186820717671309,0.030243345464925426,0.02983168055322112,0.021059602166858538,0.008701209940070731,,0.0018968824084212514
2015-04-14,377814,120386,80791,154663,198987,007601,SOYBEAN OIL - CHICAGO BOARD OF TRADE,31.299999237060547,0.1173169866653962,-44324,-3.3125073362286983,39595,2.6309049971722174,0.035110985437579526,0.04902150842293105,0.008701209940070731,0.016613433560342283,,0.01050370563617962
2015-04-21,388270,123178,72514,150571,208507,007601,SOYBEAN OIL - CHICAGO BOARD OF TRADE,31.81999969482422,0.1492157519252067,-57936,-3.602831022672532,50664,2.929748500584944,0.03790819821877141,0.05656337509964638,0.016613433560342283,-0.018541802584739142,,0.005790831518570041
2015-04-28,384626,121663,80943,160999,208158,007601,SOYBEAN OIL - CHICAGO BOARD OF TRADE,31.229999542236328,0.1226100159635594,-47159,2.77564581348031,40720,-2.5611043861230587,0.02919354095953754,0.049080481328292354,-0.018541802584739142,0.052833863274554194,,0.0069340148281372424
2015-05-05,383449,132733,70168,148792,226101,007601,SOYBEAN OIL - CHICAGO BOARD OF TRADE,32.880001068115234,0.20161481709432025,-77309,-7.838783649571273,62565,5.679543244606449,0.0804229473476432,0.10766334320678557,0.052833863274554194,-0.002128944420628387,,0.014791736912356739
2015-05-12,393516,135809,67791,149020,232473,007601,SOYBEAN OIL - CHICAGO BOARD OF TRADE,32.810001373291016,0.21207015724900638,-83453,-1.6022991323487608,68018,1.4220926381344063,0.017300448501020988,0.026782907662082515,-0.002128944420628387,-0.01920149471947563,,0.012120387899406006
2015-05-19,398661,138800,66680,147282,226921,007601,SOYBEAN OIL - CHICAGO BOARD OF TRADE,32.18000030517578,0.1997662174127893,-79639,0.9692109088321694,72120,1.0423972595777553,0.019481404478317917,0.01996301343196418,-0.01920149471947563,-0.0012430365179614267,,0.00323516658806202
2015-05-26,400850,133809,70978,154442,222858,007601,SOYBEAN OIL - CHICAGO BOARD OF TRADE,32.13999938964844,0.1706773107147312,-68416,2.81517379427634,62831,-2.330049841845578,0.029745560561887093,0.045359324566500804,-0.0012430365179614267,0.06316113310041604,,0.007536625063199213
2015-06-02,409134,139388,50943,153642,257920,007601,SOYBEAN OIL - CHICAGO BOARD OF TRADE,34.16999816894531,0.25487493095171754,-104278,-8.946488711488087,88445,6.389921416988899,0.08713632453919458,0.13457608061745066,0.06316113310041604,-0.0070236428630438,,0.010095780037880654
2015-06-09,422569,153757,48942,149930,268793,007601,SOYBEAN OIL - CHICAGO BOARD OF TRADE,33.93000030517578,0.2812866064477044,-118863,-3.564846725033852,104815,4.001134102763397,0.03483209663667866,0.08076014188525844,-0.0070236428630438,-0.03035658031337407,,0.008883662907691832
2015-06-16,416532,139742,66899,161885,248007,007601,SOYBEAN OIL - CHICAGO BOARD OF TRADE,32.900001525878906,0.2067596247107065,-86122,7.748083744903199,72843,-7.566101630739595,0.07987713836815552,0.15472244133545618,-0.03035658031337407,-0.0024316664846278924,,0.00611572909838531
2015-06-23,400965,122364,66367,163149,230268,007601,SOYBEAN OIL - CHICAGO BOARD OF TRADE,32.81999969482422,0.1673936627885227,-67119,4.562194501262808,55997,-4.0443471329933836,0.04830243736289992,0.09489696976119451,-0.0024316664846278924,0.02254727865166606,,0.00582033977245374
2015-06-30,380583,128381,59214,149010,230105,007601,SOYBEAN OIL - CHICAGO BOARD OF TRADE,33.560001373291016,0.21308098364877043,-81095,-3.4855910116843116,69167,3.284575960495305,0.03772470094826108,0.0702044297555905,0.02254727865166606,-0.06406440518175904,0.15551715730057475,-0.004325494228819016
2015-07-07,365362,119177,65596,157356,213777,007601,SOYBEAN OIL - CHICAGO BOARD OF TRADE,31.40999984741211,0.1544249265112409,-56421,6.483211283740998,53581,-4.095295901288287,0.06648290505021111,0.08435215101773527,-0.06406440518175904,0.028971660357619777,0.15547670430837718,-0.018751050595481576
2015-07-14,376063,117916,53798,157464,225791,007601,SOYBEAN OIL - CHICAGO BOARD OF TRADE,32.31999969482422,0.18169030189090657,-68327,-3.258685906032921,64118,2.8839890300578603,0.031629072027762196,0.07605087529263775,0.028971660357619777,-0.01206681291246714,0.15641290422203896,-0.0037513105396223025
2015-07-21,375448,116713,65227,157606,216610,007601,SOYBEAN OIL - CHICAGO BOARD OF TRADE,31.93000030517578,0.15715625066587116,-59004,2.4791058944910827,51486,-3.359011654962068,0.024913418987964172,0.06942948224689457,-0.01206681291246714,-0.03977452068980436,0.15643853685803316,-0.006172077917452338
2015-07-28,376093,111292,81073,171703,201035,007601,SOYBEAN OIL - CHICAGO BOARD OF TRADE,30.65999984741211,0.07799134788469873,-29332,7.903091773028488,30219,-5.664432890839743,0.07960551379252988,0.11055545447456658,-0.03977452068980436,-0.02707110005990787,0.153823630558922,-0.021973171221972596
