,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,ZM_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w,Basis
2016-11-15,380317,91782,57671,190105,236975,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,310.1000061035156,0.12323929774372432,-46870,2.790399532634449,34111,-1.2181796544524142,0.024157066591739253,0.030136564672505736,-0.017738377849169096,0.047726499521668186,0.12095322968194909,0.0055676547167348685
2016-11-22,378007,98349,56279,183948,243144,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,324.8999938964844,0.15660027459808945,-59196,-3.240980550435558,42070,2.09272790856049,0.02886029239601772,0.051471919704063944,0.047726499521668186,-0.009849128191958822,0.12368600428617765,0.013468508995945398
2016-11-29,367705,99668,56101,178706,240410,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,321.70001220703125,0.1678084333908976,-61704,-0.6634797768295296,43567,0.39602441224633406,0.01903053092699873,0.009610384607977198,-0.009849128191958822,-0.004662729073925731,0.12657188425357535,0.009992741612081723
2016-12-06,358330,97594,48996,174237,242511,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,320.20001220703125,0.19053386543130635,-68274,-1.7867584068750764,48598,1.3682163691002298,0.015764922687091478,0.06261682242990654,-0.004662729073925731,-0.020924459561541875,0.13018642038755462,0.003861600515771671
2016-12-13,356626,93563,53181,171161,229900,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,313.5,0.16470756478776086,-58739,2.6609549856277734,40382,-2.29285853821896,0.039113750776066485,0.05598866052445074,-0.020924459561541875,-0.014992064456240017,0.13365274010380362,0.0030678350517031106
2016-12-20,354704,91691,54407,174879,224303,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,308.79998779296875,0.13933871622535973,-49424,2.6119800575392706,37284,-0.8686971785568074,0.02333522052597562,0.021204944626209806,-0.014992064456240017,0.02914507887232798,0.13659984510244452,-0.01268723904598074
2016-12-27,338439,92447,51466,166228,221544,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,317.79998779296875,0.16344452028282794,-55316,-1.6611033425053001,40981,1.0422775046235735,0.02942450718463427,0.025689131628136443,0.02914507887232798,-0.029893015622734387,0.14065374850471676,-0.0028626369931813544
2017-01-03,326477,91996,53973,157429,208476,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,308.29998779296875,0.1563571093828968,-51047,1.261379450949802,38023,-0.8740127467579091,0.05976141348164141,0.020264576725195077,-0.029893015622734387,0.016542349352736352,0.14499732930714743,-0.009208382508893182
2017-01-10,336636,94494,49330,164694,222123,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,313.3999938964844,0.17059672762271416,-57429,-1.9548084551132237,45164,2.187290375738567,0.054061739789099235,0.04965096228723996,0.016542349352736352,0.11295467321603381,0.14947008488889219,0.00020056692163268359
2017-01-17,352383,111568,34599,158889,257408,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,348.79998779296875,0.2795793213634029,-98519,-12.206062334390854,76969,9.447890302879074,0.0987035698071329,0.21759357447303426,0.11295467321603381,-0.0166284059516979,0.15625735329041662,0.031680115184446224
2017-01-24,378588,126642,29767,159902,277557,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,343.0,0.31077318879626403,-117655,-5.430454931140265,96875,5.64896717492047,0.04837481912590666,0.12726889117633897,-0.0166284059516979,-0.024489778123861106,0.16310491421948628,0.020531675445183795
2017-01-31,380857,127285,32725,158747,272738,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,334.6000061035156,0.29930131256613374,-113991,0.9678066922353589,94560,-0.6114826671738143,0.013845208987566195,0.022504843447284546,-0.024489778123861106,0.003885199549478191,0.16948835832168513,0.02185415835212191
2017-02-07,381615,126531,36307,161336,270672,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,335.8999938964844,0.2865086540099315,-109336,1.222243519221125,90224,-1.1384850481939415,0.010775263421047758,0.026627691325120672,0.003885199549478191,0.010717493804495382,0.17638699003937794,0.01875347141131956
2017-02-14,389067,131771,35668,162659,276237,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,339.5,0.2919240130877201,-113578,-1.1115915254903501,96103,1.5405578921164,0.015693922933906895,0.03511129426238809,0.010717493804495382,-0.006185584988263937,0.1831905233874837,-0.006650941237404723
2017-02-21,389728,133580,29894,162948,281835,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,337.3999938964844,0.305051215206503,-118887,-1.3645464662898679,103686,1.9490216338060025,0.013235667730106591,0.04638658135238631,-0.006185584988263937,-0.014226401540604061,0.19088154760098983,-0.004026261965039395
2017-02-28,370403,129087,29707,158591,270725,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,332.6000061035156,0.302735129035132,-112134,1.7327469414566057,99380,-1.1048731422941127,0.036027075627276875,0.029472146302757032,-0.014226401540604061,-0.017137739333826785,0.1989368568493102,-0.0014533789374127342
2017-03-07,363324,124110,31461,156844,261971,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,326.8999938964844,0.28934779975999386,-105127,1.8917233391738189,92649,-1.8172099038074745,0.025073122977925813,0.04326641854844412,-0.017137739333826785,-0.011012560938302163,0.20535701404504922,-0.006730658161143738
2017-03-14,356730,122437,32903,158345,258460,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,323.29998779296875,0.28064642726992406,-100115,1.3794849775957547,89534,-0.8573614735057414,0.012024807763822412,0.020052787434015708,-0.011012560938302163,0.007732756246192407,0.2116554692494237,-0.01221487040572848
2017-03-21,368566,125522,37125,160236,258540,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,325.79998779296875,0.26672020750693226,-98304,0.5076668628935049,88397,-0.3187284500883021,0.00470657344260416,0.044925513535447936,0.007732756246192407,-0.032228362165170776,0.21721956834495534,-0.008698710712098838
2017-03-28,371284,107802,48596,171947,237482,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,315.29998779296875,0.17650908738324303,-65535,8.890944905390079,59206,-7.920155413141744,0.0800358548124339,0.18664560927889104,-0.032228362165170776,-0.022835337672707956,0.2203685772904422,-0.013248856325021334
2017-04-04,380711,110058,58212,177209,232616,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,308.1000061035156,0.1455355899882063,-55407,2.7278309865224464,51846,-1.9823100375992502,0.02471298725065577,0.07055327747073156,-0.022835337672707956,0.0038947798301891545,0.2236187720361234,-0.014693295843773959
2017-04-11,389159,113955,67397,182621,230818,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,309.29998779296875,0.123849120796384,-48197,1.893824974849689,46558,-1.3889800925111173,0.017439090168078,0.07213595659270369,0.0038947798301891545,0.009376089649261843,0.22531937571624577,-0.010918430660381074
2017-04-18,378460,108124,69259,180422,222829,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,312.20001220703125,0.11205147175395022,-42407,1.4878237429945087,38865,-1.9768269524795778,0.025264661463951732,0.04336943224548012,0.009376089649261843,0.004163958174693061,0.22522689381435368,-0.010503173307903572
2017-04-25,361039,100710,68411,173604,211658,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,313.5,0.10540135553222782,-38054,1.1501876023886277,32299,-1.7349257517306982,0.04669289989669368,0.04885259666156184,0.004163958174693061,-0.00861247912928631,0.22349801792413077,-0.0013510397479694117
2017-05-02,366491,98249,73835,179883,208902,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,310.79998779296875,0.07918066200807114,-29019,2.5024997299460723,24414,-2.1839745844631744,0.023239065293156887,0.045820645731154554,-0.00861247912928631,0.010939589921500792,0.22064431399914974,0.0022031583944557196
2017-05-09,364818,101962,70211,176265,213223,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,314.20001220703125,0.10130530840035305,-36958,-2.1662196343157127,31751,2.0019591204149623,0.020383169699708336,0.0426141148728314,0.010939589921500792,0.008911482126626291,0.21736560994388798,0.003958942688624808
2017-05-16,369607,100591,79841,176923,203864,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,317.0,0.07289093550717383,-26941,2.7457526766771374,20750,-3.015476210055425,0.026306045111834174,0.06097033785581272,0.008911482126626291,-0.033753981725650584,0.21317895189151642,0.003843243044621481
2017-05-23,395856,97003,96635,193974,195737,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,306.29998779296875,0.004453639707368336,-1763,6.812100420176025,368,-5.514505948209855,0.06460684969118141,0.10525826542310911,-0.033753981725650584,-0.028403467307133945,0.20770633893755056,-0.005644748862198661
2017-05-30,409853,96017,105621,208299,197652,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,297.6000061035156,-0.025977606605295068,10647,3.134978375975102,-9604,-2.5190978537650057,0.040004828168916935,0.04945496384610044,-0.028403467307133945,0.011760752446969391,0.20152598390892593,-0.010632923955467694
2017-06-06,413898,95962,106380,203522,195896,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,301.1000061035156,-0.01842482930577099,7626,-0.737093543294791,-10418,-0.1986077935259715,0.01635629841419265,0.0040228919354360435,0.011760752446969391,0.0013284420072274816,0.1954480737494342,-0.010425460360263053
2017-06-13,409166,98541,103386,197170,195144,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,301.5,-0.004951535562583402,2026,-1.3529903502795375,-4845,1.3464670039478326,0.018107944146780384,0.027599082836866788,0.0013284420072274816,-0.001990069995076671,0.18987316391356418,-0.012342925106519619
2017-06-20,400369,96955,103112,195376,195143,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,300.8999938964844,-0.0005819631390042686,233,-0.43820845329279556,-6157,-0.32065225360855987,0.00459644729193714,0.00929688554334298,-0.001990069995076671,-0.02293118656179871,0.18450321121009386,-0.004335470296254409
2017-06-27,383749,86120,114265,192059,166655,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,294.0,-0.06619952104109718,25404,6.286950288358989,-28145,-5.491933691169896,0.08866394955312588,0.10972877211368116,-0.02293118656179871,0.14557818977200254,0.17758013571544082,-0.0029623991001832563
2017-07-11,352336,83884,76139,177790,194402,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,336.79998779296875,0.04714817674038418,-16612,-10.948823319409302,7745,9.352467367993142,0.11288797179950133,0.25222624247764386,0.14557818977200254,-0.039489276350996416,0.17294549118052696,0.03004057336109154
2017-07-18,355774,83929,68663,179531,201327,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,323.5,0.061263611168888114,-21796,-1.4713228282094366,15266,2.134610144861723,0.022753887275572524,0.04928829820698333,-0.039489276350996416,-0.016074226296850846,0.16846446909303975,0.020088776759391937
2017-07-25,349698,83508,67307,180059,202974,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,318.29998779296875,0.06552796984826907,-22915,-0.3145255133877124,16201,0.2628072877725747,0.005678361916597264,0.011782647614627191,-0.016074226296850846,-0.0314169034982944,0.16428243362871464,0.016631796836714646
2017-08-01,346002,80922,65238,180665,199076,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,308.29998779296875,0.05321067508280299,-18411,1.2879684756561376,15684,-0.14784185211239415,0.01186071559299628,0.031848659003831416,-0.0314169034982944,-0.001621797015236237,0.15974303599995326,0.014543179347423246
2017-08-08,352317,76283,65453,196091,210529,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,307.79998779296875,0.040980140044335076,-14438,1.1482592586170022,10830,-1.4028820642655244,0.0661034872854262,0.034246768640288985,-0.001621797015236237,-0.038986356321987214,0.15536705541816184,-0.022399558210339555
2017-08-15,367467,77702,76717,203594,210270,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,295.79998779296875,0.01816761777248025,-6676,2.2031295679742957,985,-2.7943584896556226,0.018754953317998185,0.08213367526016876,-0.038986356321987214,-0.0016903313746921,0.1504900802426792,-0.022270988393191287
2017-08-22,386366,77174,86272,206205,204745,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,295.29998779296875,-0.003778800412044538,1460,2.214076366041032,-9098,-2.7439198621917074,0.019798028957294076,0.061690099482397856,-0.0016903313746921,-0.002370408799149293,0.14527591715316046,-0.01860077380511372
2017-08-29,389025,76863,85759,205433,204568,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,294.6000061035156,-0.0022235074866653816,865,-0.15399905788811646,-8896,0.05228203309815046,0.0023146285009060952,0.005066965109271808,-0.002370408799149293,0.027834288932675255,0.14003531917888548,-0.011230044949616828
2017-09-05,390740,76153,85022,205717,207451,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,302.79998779296875,0.0044377335312484004,-1734,-0.6680804575541418,-8869,0.006940427993059571,0.00766516283932928,0.00897781914068559,0.027834288932675255,-0.025429266842367793,0.1353722746484351,-0.0038104524525042582
2017-09-12,390515,77556,82855,207616,212591,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,295.1000061035156,0.01273958746783094,-4975,-0.8294518093873163,-5299,0.9136510211393766,0.016751267827523102,0.022255331616909065,-0.025429266842367793,0.03354792847076937,0.13157658967859323,-0.0004140152133555238
2017-09-19,382400,79608,70520,201346,221786,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,305.0,0.05345188284518829,-20440,-3.960155179698603,9088,3.6841094452197733,0.03654887836419841,0.09583155707129916,0.03354792847076937,0.012458976370389285,0.12862880865900464,0.008360588119644928
2017-09-26,371740,83265,61762,194195,226587,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,308.79998779296875,0.08713617044170657,-32392,-3.1255230125523012,21503,3.2466004184100417,0.02840425683608139,0.0856047494604453,0.012458976370389285,-0.004857513145387959,0.12621003606587566,0.012030326293614021
2017-10-03,365972,83627,58772,185707,222400,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,307.29998779296875,0.10026176865989748,-36693,-1.1569914456340453,24855,0.9017054930865659,0.031058031349621547,0.023539491148111994,-0.004857513145387959,0.01692161540382009,0.12549046430418098,0.00392232881453168
2017-10-10,362871,84875,51191,174250,220995,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,312.5,0.12881988365011257,-46745,-2.7466582142896176,33684,2.4124796432513964,0.03254184113651026,0.06488762806285185,0.01692161540382009,0.029120019531249985,0.124985142153021,0.014413378183770668
2017-10-17,381697,88572,44956,181940,240323,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,321.6000061035156,0.1529564025915844,-58383,-3.2072003549470747,43616,2.7370608287793736,0.06398382050996654,0.07438140315139896,0.029120019531249985,-0.023009930833466696,0.12559863341478744,0.013321646073428402
2017-10-24,391895,91348,47230,191189,244704,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,314.20001220703125,0.1365544342234527,-53515,1.2753571550208673,44118,0.13151793176262846,0.03126914173891299,0.03644157081210582,-0.023009930833466696,-0.007638524254674706,0.1260016915825772,0.004533256985272307
2017-10-31,391864,87569,49765,198198,244743,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,311.79998779296875,0.11877845374925995,-46545,1.7785376184947501,37804,-1.6111458426364202,0.015911825728483025,0.04597550497327683,-0.007638524254674706,0.011866620756534552,0.12574436552393958,0.0038409092169614414
2017-11-07,390046,87376,48651,199203,246397,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,315.5,0.12099598508893823,-47194,-0.165618684033236,38725,0.23503052079292813,0.005967235188509874,0.009608386570313246,0.011866620756534552,-0.016481813651446076,0.12502606096695476,0.002581212103809758
2017-11-14,401742,93654,51724,208379,257910,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,310.29998779296875,0.12329056956952472,-49531,-0.5991600990652385,41930,0.8216979535747065,0.04436947901408783,0.06432197443904855,-0.016481813651446076,0.02578150278670832,0.12442258169361413,-0.008855002060550168
2017-11-21,405729,94376,45433,209487,269924,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,318.29998779296875,0.1489590342322092,-60437,-2.7146775791428333,48943,1.745647704248,0.02737108660418722,0.05016129147622828,0.02578150278670832,0.01633682816982529,0.1249171920107004,0.0033762404896467697
2017-11-28,413121,110625,39370,199199,282790,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,323.5,0.2023402344591536,-83591,-5.7067648602885175,71255,5.49923717555314,0.04803844071130254,0.14875162505416847,0.01633682816982529,0.055023146191557126,0.12579680662341317,0.009332104657466912
2017-12-05,438273,132696,33347,195344,311822,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,341.29998779296875,0.26576585826642296,-116478,-7.960621706473406,99349,6.800428930022923,0.06484464652598952,0.169197135681721,0.055023146191557126,-0.05391149884144075,0.1276806032556348,0.019964296456586567
2017-12-12,415878,129765,31305,188142,305648,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,322.8999938964844,0.28254920914306597,-117506,-0.23455699986081735,98460,-0.2028416078562905,0.027088438404989975,0.030874774942571553,-0.05391149884144075,-0.023846335816040898,0.12945012909624556,0.010749511004476695
2017-12-19,403020,114288,34932,195282,290078,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,315.20001220703125,0.23521413329363308,-94796,5.460736081254599,79356,-4.593654869937818,0.046790011537827594,0.12802573381584237,-0.023846335816040898,0.0,0.13080602464443541,-0.0016007455838889526
2017-12-26,393914,108913,44507,192829,270256,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,315.20001220703125,0.19655813197804597,-77427,4.309711676839859,64406,-3.709493325393281,0.04810132049191833,0.09744492243514535,0.0,,0.13190639802429477,-0.005699885644951272
