,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,ZM_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w,Basis
2015-06-09,400599,111351,83901,178154,219910,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,316.5,0.10423390972019402,-41756,-4.065576596882932,27450,2.4849838619301283,0.04028246714096226,0.05019666892016471,0.04870779589664953,0.013586059377468374,,0.01159514998358804
2015-06-16,400940,120571,79240,171410,229508,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,320.79998779296875,0.14490447448496035,-58098,-4.0793911118100645,41331,3.4650610710461085,0.04076145246658918,0.069470649764027,0.013586059377468374,0.03460101784878833,,0.011194597245271243
2015-06-23,411909,127746,73173,170115,245572,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,331.8999938964844,0.1831885197944206,-75457,-4.329575497580685,54573,3.3027385643737217,0.041759785607921346,0.06590715661535246,0.03460101784878833,0.08315759750246854,,0.023854119053081657
2015-06-30,393327,137280,68982,157103,247627,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,359.5,0.23014946850839124,-90524,-3.6578467574148656,68298,3.3320466413698173,0.03722728732735404,0.06654158303516887,0.08315759750246854,-0.026703772193367503,0.14193649269745484,0.04402943811917902
2015-07-07,397900,141881,63229,155304,256398,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,349.8999938964844,0.25406886152299574,-101094,-2.687331406183659,78652,2.632415267703463,0.025673909769687784,0.050480230120423186,-0.026703772193367503,0.07116317328045119,0.1460895433946971,0.02582389989116727
2015-07-14,402626,141678,50806,157859,272228,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,374.7999877929687,0.2840576614525639,-114369,-3.336265393314903,90872,3.0711233978386527,0.042747165108454804,0.06559506244674881,0.07116317328045119,-0.039754520762457335,0.15101697618247806,0.03975374809336
2015-07-21,412469,149312,44829,158016,284421,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,359.8999938964844,0.3064593945241946,-126405,-2.989374754735164,104483,3.380556645621495,0.02791357865639628,0.07010883842155959,-0.039754520762457335,-0.04084462889343976,0.15637705957357176,0.021727850762405222
2015-07-28,394219,146970,46872,156169,271749,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,345.20001220703125,0.29318728929858784,-115580,2.6244396548589104,100098,-1.0631101973724086,0.03392939768834216,0.022621516492813735,-0.04084462889343976,0.015932792020590725,0.1609374005644056,-0.00907599970569337
2015-08-04,381055,144847,44825,148364,266100,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,350.70001220703125,0.3089737701906549,-117736,-0.5469041319672568,100022,-0.019278624317955247,0.03246120290302656,0.021985322029609008,0.015932792020590725,-0.007984083869646219,0.1657127673265427,0.0016228863186132753
2015-08-11,391719,143345,48121,153105,270685,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,347.8999938964844,0.3001641482797618,-117580,0.040938972064400156,95224,-1.25913582028841,0.02200618230727483,0.025059279454315648,-0.007984083869646219,-0.06697323426772328,0.16991437298133077,-0.01832957535387602
2015-08-18,386640,128590,50869,158810,257239,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,324.6000061035156,0.2545753155390027,-98429,4.888963772500185,77721,-4.46825402903612,0.04603063581453146,0.09753202681392407,-0.06697323426772328,0.009242144003667407,0.17247985608913902,-0.025284258549698558
2015-08-25,390236,121815,39037,166480,267743,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,327.6000061035156,0.2594916922067672,-101263,-0.7329815849368922,82778,1.3079350300020691,0.04185407037397835,0.1156777658966006,0.009242144003667407,-0.029609316319628598,0.1750390277396575,-0.01252369058851002
2015-09-01,369524,116077,43538,160107,247478,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,317.8999938964844,0.23644201729792924,-87371,3.55989708791603,72539,-2.6237968818868582,0.065355692677601,0.06414810638097923,-0.029609316319628598,-0.018559276532749913,0.17679339886989384,-0.024119677427737022
2015-09-08,378205,117106,46999,163329,252032,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,312.0,0.23453682526672043,-88703,-0.36046373171972595,70107,-0.6581439906474275,0.018721064327175636,0.027360531367112518,-0.018559276532749913,0.021153865716396325,0.17839738293647234,-0.026831692590167638
2015-09-15,390928,120774,43025,165962,267496,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,318.6000061035156,0.2597255760651578,-101534,-3.3926045398659452,77749,2.020597295117727,0.04175029645317424,0.04665474148193823,0.021153865716396325,-0.04300066523721291,0.1805954422102206,-0.004453045891269953
2015-09-22,380849,113350,49179,163436,248353,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,304.8999938964844,0.2229676328413623,-84917,4.2506548520443665,64171,-3.4732738509393033,0.05262160961074725,0.08354201404057122,-0.04300066523721291,0.0026238711923964875,0.18171049985840854,-0.017658851880791544
2015-09-29,368560,111910,49228,158509,240738,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,305.70001220703125,0.22310885608856088,-82229,0.7057915341775874,62682,-0.3909685991035817,0.03141413711311544,0.009240526753465973,0.0026238711923964875,-0.012757684848966444,0.18277199617200218,-0.009490443345086131
2015-10-06,378687,109938,46362,160460,246294,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,301.79998779296875,0.22666212465703867,-85834,-0.9781311048404603,63576,0.24256566095072715,0.01845587259129597,0.030953294945617403,-0.012757684848966444,0.0626243379009932,0.1838692493841281,-0.008027285917210423
2015-10-13,408493,125364,49204,161523,263779,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE,320.70001220703125,0.2503249749689713,-102256,-4.336562913435106,76160,3.323060997604882,0.04361136321954752,0.10464689977544567,0.0626243379009932,-0.034923641349289936,0.185490120739856,0.002369654900607782
