,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,CL_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w,Basis
2016-04-12,1803510,530256,241095,610370,889604,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",42.16999816894531,0.1548280852337941,-279234,0.4844472858436306,289161,-0.05462928197166043,0.04305874635160343,0.02845786159608272,0.17497907177753214,-0.02584767335117688,0.14986900493599875,0.043223048987672284
2016-04-19,1714186,540048,205873,564810,890588,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",41.08000183105469,0.1900482211381962,-325778,-2.580745324395207,334175,2.495910751811745,0.03198025557270245,0.06034687319434632,-0.02584767335117688,0.07205450225260268,0.1498981780944158,0.0025514897372772532
2016-04-26,1714689,544282,210017,573706,898781,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",44.040000915527344,0.18958248405395964,-325075,0.04101071879014296,334265,0.0052503053927636795,0.011605535396916916,0.011107001335014363,0.07205450225260268,-0.008855571787940941,0.1499538876617542,0.038920481282278374
2016-05-03,1748628,530023,211479,594804,910011,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",43.650001525878906,0.1802596092479361,-315207,0.5754979474411978,318544,-0.9168426461008381,0.02148303944338673,0.02120156115560039,-0.008855571787940941,0.023138563258340294,0.14981058775518988,0.051721655739341614
2016-05-10,1724987,521799,229839,622408,914029,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",44.65999984741211,0.16905692622611068,-291621,1.3488289104372113,291960,-1.5202776119334702,0.020581384072370035,0.03536808942602689,0.023138563258340294,0.08172865065718105,0.1494846051388332,0.015009250628457848
2016-05-17,1698980,554596,185827,585350,936779,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",48.310001373291016,0.20684704940611426,-351429,-3.467156564078454,368769,4.452729208973749,0.039292333304207464,0.10373664783508886,0.08172865065718105,0.006416840194195084,0.1493043018977814,0.041157812778235395
2016-05-24,1657419,528230,180088,536824,878566,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",48.619998931884766,0.20618926173767768,-341742,0.5701656287890381,348142,-1.214081390010477,0.07541313701523962,0.045325687050166735,0.006416840194195084,0.009872471262469373,0.1491453157154855,0.025284750003813552
2016-05-31,1709540,522661,175659,569242,908604,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",49.099998474121094,0.1985107104835219,-339362,0.1435967609880181,347002,-0.06878164181779019,0.042261507626640396,0.01431721846717837,0.009872471262469373,0.02566195876552979,0.149004246204286,0.029839472891644882
2016-06-07,1748314,525508,200326,582024,902186,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",50.36000061035156,0.18312614324429136,-320162,1.123109140470536,325182,-1.276366741930578,0.012936174800061985,0.03790673900643949,0.02566195876552979,-0.0371326232966801,0.14871747550450024,0.03045158826893096
2016-06-14,1774350,523352,210767,594703,912235,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",48.4900016784668,0.1789568010820864,-317532,0.1504306434656475,312585,-0.720522743626145,0.015082239614370333,0.017159343376210123,-0.0371326232966801,0.007424144837969049,0.14830717143474298,0.00120393670864805
2016-06-21,1726381,515227,196632,587495,905076,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",48.849998474121094,0.18395765477029694,-317581,-0.0027615746611435173,318595,0.3387155859892355,0.009625672748566065,0.03127023750489914,0.007424144837969049,-0.02047082970800429,0.14794092674279027,0.001455428242618283
2016-06-28,1720740,510395,206156,600141,907925,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",47.849998474121094,0.17886723153991888,-307784,0.5674877098392533,304239,-0.8315661490713812,0.010274749248375072,0.020034861440427827,-0.02047082970800429,-0.026123302818411687,0.14756155489545397,-0.006148198850300317
2016-07-05,1751823,519441,219769,596556,901593,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",46.599998474121094,0.1741254681551732,-305037,0.15964061973337051,299672,-0.265409068191592,0.006619501798552747,0.03065299441295437,-0.026123302818411687,0.0042918620061869195,0.14760389841752172,-0.019259940378573696
