,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,HE_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w,Basis
2016-09-13,208137,82122,65763,77140,80345,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,56.75,0.015398511557291591,-3205,-0.9273880961267909,16359,0.3311416731268005,0.024167381020414644,0.0396794806775535,-0.03691131548954851,-0.02114538789320619,0.05019236718284597,-0.012781212485389713
2016-09-20,219128,87625,74952,80013,79181,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,55.54999923706055,-0.0037968675842429997,832,1.9395878676064324,12673,-1.7709489422832076,0.025358995942058118,0.09036948645872417,-0.02114538789320619,-0.06930690417638286,0.05004393957792969,-0.02102527852975199
2016-09-27,222575,92173,81029,77210,77339,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,51.70000076293945,0.0005795799168819499,-129,-0.4385564601511445,11144,-0.6977656894600416,0.030055192851458114,0.06134455722220298,-0.06930690417638286,-0.059477770165599964,0.04950091354021136,-0.04544888494637157
2016-10-04,220590,99947,89836,72291,72026,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,48.625,-0.0012013237227435514,265,0.17701898236549476,10111,-0.46411322026283275,0.07089947823194773,0.08736820473909676,-0.059477770165599964,0.05809770206559284,0.04854726258038368,-0.047836480722832676
2016-10-11,230138,101592,93772,72994,69753,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,51.45000076293945,-0.01408285463504506,3241,1.349109207126343,7820,-1.0385783580398025,0.020848073864949877,0.028567187404025307,0.05809770206559284,-0.20068028396175985,0.04682383590117119,-0.023225731280470188
2016-10-18,229977,101936,92737,75050,69940,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,41.125,-0.022219613265674395,5110,0.8121214227984949,9199,0.5992056939749194,0.015470032416028692,0.007083673647603931,-0.20068028396175985,0.0851063829787233,0.044675897537117176,-0.07025275129468236
2016-10-25,230736,98679,96840,78823,69370,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,44.625,-0.0409688995215311,9453,1.8884497145366712,1839,-3.2003200320032,0.029306377494213626,0.03764340038564027,0.0851063829787233,0.040896375640099736,0.04260937233530039,-0.02967445596806256
2016-11-01,223537,90847,84090,78973,71177,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,46.45000076293945,-0.034875658168446386,7796,-0.7181367450246169,6757,2.1314402607308787,0.013033633033633033,0.11765378393364469,0.040896375640099736,0.011302426319883097,0.041500217266137736,-0.0041535699604379585
2016-11-08,224577,87457,79951,77162,69718,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,46.974998474121094,-0.033146760353909795,7444,-0.15746833857482206,7506,0.33506757270608445,0.022263071895424837,0.04497395584440409,0.011302426319883097,-0.018094699345000853,0.04116740691246775,-0.015970629039680165
2016-11-15,230369,84082,75780,78635,70845,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,46.125,-0.033815313692380486,7790,0.15406742453590527,8302,0.35444413274734277,0.017393631255017392,0.047203212771015,-0.018094699345000853,0.06883467180619074,0.041338697549578744,0.029367154167959812
2016-11-22,225845,82112,72213,78790,73117,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,49.29999923706055,-0.025118997542562378,5673,-0.9189604504078239,9899,0.6932356350029735,0.015976880591414482,0.035878827150494084,0.06883467180619074,0.021298159296343933,0.041908708523839495,0.0254091300794612
2016-11-29,218089,85483,71559,75535,73047,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,50.349998474121094,-0.011408186566034968,2488,-1.4102592485997034,13924,1.7821957537248998,0.02237821539621219,0.02563008621897327,0.021298159296343933,0.060079476018925826,0.042936037469138696,0.02062105652625212
2016-12-06,210283,81476,70757,72255,69043,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,53.375,-0.015274653680991805,3212,0.3319745608444259,10719,-1.469583518655228,0.051550623504932835,0.031589734157508556,0.060079476018925826,0.07119436509715316,0.04427827874304316,0.03249565240826025
2016-12-13,204523,85028,61663,72962,77343,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,57.17499923706055,0.0214205737252045,-4381,-3.6108482378508966,23365,6.013800449869937,0.05992481953361498,0.08620842451138788,0.07119436509715316,0.11937036911258092,0.04626917005082973,0.05387404603333894
2016-12-20,192541,80592,47516,69828,86895,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,64.0,0.08864086090754697,-17067,-6.202725365851274,33076,4.748121238198149,0.08094536219954952,0.14505729540700035,0.11937036911258092,0.01171875,0.04999858864135676,0.06577425016728083
2016-12-27,194794,79743,45649,71561,88543,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,64.75,0.08717927656909351,-16982,0.04414644153712716,34094,0.5287185586446523,0.021117523609653726,0.02166007400791119,0.01171875,-0.019305019305019266,0.0535891094050542,0.06352933087993617
2017-01-03,196202,78443,46918,73644,87375,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,63.5,0.06998399608566681,-13731,1.6689425752333236,31525,-1.3188291220468802,0.020190163893701984,0.02049281674523975,-0.019305019305019266,0.024409496878075698,0.05653567297827149,0.044729183085157824
2017-01-10,200591,78370,44688,74506,92469,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,65.05000305175781,0.08955037863114497,-17963,-2.156960683377336,33682,1.0993771725058867,0.03567001048061087,0.01871475239318045,0.024409496878075698,0.011529592080161022,0.059589357164112074,0.03348158270008411
2017-01-17,218245,82499,45494,81020,102561,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,65.80000305175781,0.09870100116841164,-21541,-1.7837290805669248,37005,1.6566047330139437,0.09045598400705955,0.03855679607478534,0.011529592080161022,-0.008738670987361918,0.06258197713286291,0.007063201671398025
2017-01-24,215162,78467,43513,83885,103790,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,65.2249984741211,0.09251168886699324,-19905,0.7496162569589223,34954,-0.9397695250750303,0.021814306647129345,0.049294966387932446,-0.008738670987361918,0.059026424901315044,0.06489592218176019,0.0019719041848491256
2017-01-31,220649,83476,41573,84477,115674,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,69.07499694824219,0.14138745246975967,-31197,-5.248138611836663,41903,3.2296595123674257,0.062332938631333344,0.055570216475141744,0.059026424901315044,0.04777420481437744,0.0675410867063799,0.02132765083491158
2017-02-07,232270,87656,47635,85703,115175,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,72.375,0.12688681276101088,-29472,0.7817846443899588,40021,-0.8529383772416824,0.008587301745337967,0.07570348360201344,0.04777420481437744,0.03868743422117871,0.06961390773364057,0.02702928308446571
2017-02-14,237466,89959,48271,85239,118086,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,75.17500305175781,0.13832295991847254,-32847,-1.4530503293580748,41688,0.7176992293451587,0.016599040944300997,0.021261665340374738,0.03868743422117871,-0.06418362995362592,0.07143304617720357,0.033615947524162935
2017-02-21,229629,82996,41711,85620,115959,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,70.3499984741211,0.1321218138823929,-30339,1.0561511963817978,41285,-0.16970850563870196,0.012441772208414567,0.10843817909179115,-0.06418362995362592,-0.03909026381872083,0.07297318370704874,0.020122290410061684
2017-02-28,220881,78949,41915,83397,107712,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,67.5999984741211,0.11008189930324473,-24315,2.6233620317991195,37034,-1.851247011483741,0.05478548890947051,0.03517176330420969,-0.03909026381872083,0.006656872600507402,0.07396681043024561,-0.004211921384730071
2017-03-07,216581,75344,44925,81700,99487,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,68.05000305175781,0.08212631763635776,-17787,2.9554375432925424,30419,-2.994825267904437,0.05476110316965345,0.05500170451238474,0.006656872600507402,0.04077874756851596,0.07436595729790998,-0.014588290283710567
2017-03-14,216584,74621,44329,81286,99905,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,70.82499694824219,0.08596664573560374,-18619,-0.38415188774638587,30292,-0.058638569403594965,0.004591839550529552,0.01108869272803699,0.04077874756851596,-0.03988700416473934,0.07365172508997725,-0.014057919541541009
2017-03-21,217286,75714,41491,82121,103568,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,68.0,0.09870401222352107,-21447,-1.3057289550474642,34223,1.8150001846858492,0.024223298095202194,0.033539524764301866,-0.03988700416473934,-0.042647081262925046,0.07279069705002625,-0.007916666224739025
2017-03-28,205451,70780,42246,81950,95316,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,65.0999984741211,0.0650568748752744,-13366,3.7190615133970892,28534,-2.6182082600811833,0.04751616215179448,0.05033355157220463,-0.042647081262925046,-0.02188938971522436,0.07124080136743627,-0.00881333995017518
2017-04-04,203853,70555,46891,79647,88606,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,63.67499923706055,0.04394833532005906,-8959,2.1450370161254995,23664,-2.370394887345401,0.05356813845815528,0.041465865163564535,-0.02188938971522436,-0.016097333701812877,0.06980196694815112,-0.016039123700021262
2017-04-11,204759,70471,52552,78758,83841,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,62.650001525878906,0.02482430564712662,-5083,1.9013701049285514,17919,-2.818207237568248,0.03477266157848449,0.04669858481747315,-0.016097333701812877,0.07182761197764975,0.06810790206072724,-0.030593445577924164
2017-04-18,214782,72892,55458,82290,85819,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,67.1500015258789,0.016430613366110753,-3529,0.75894099893045,17434,-0.23686382527752137,0.03277635343735315,0.04150370081807558,0.07182761197764975,-0.028667207863218525,0.06676104342454542,-0.0022039751454778988
2017-04-25,216636,67563,59641,87921,84121,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,65.2249984741211,-0.017540944256725567,3800,3.4122971198703804,7922,-4.42867651851645,0.042600062775368805,0.07477752271941134,-0.028667207863218525,0.026446891751258583,0.06515125338950307,0.0012925844270453685
2017-05-02,221089,70056,58452,91628,91291,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,66.94999694824219,-0.0015242730303181072,337,-1.5985339463431745,11604,1.6996251777174616,0.05946347837020758,0.028651912721386997,0.026446891751258583,0.05003743474559763,0.06290869306672899,0.013288801992351848
2017-05-09,212259,73917,50491,85362,95687,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,70.30000305175781,0.04864340263545951,-10325,-4.822492299481204,23426,5.347167882617407,0.05889013471491143,0.09502604334126423,0.05003743474559763,0.11984345742005797,0.06148039169404796,0.02947256808933316
2017-05-16,220752,78556,47903,85042,103111,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,78.7249984741211,0.08185203305066319,-18069,-3.648372978295385,30653,3.4048026232103235,0.041157993760397124,0.05714895736958223,0.11984345742005797,0.018101023555132212,0.060126345286896136,0.04106050432741663
2017-05-23,227554,87062,42598,83937,115814,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,80.1500015258789,0.140085430271496,-31877,-6.254982967311734,44464,6.256341958396754,0.06912606194712417,0.10651704457812741,0.018101023555132212,0.004366793106149736,0.06096905296947989,0.05221970690953634
2017-05-30,239007,93529,42911,83834,122586,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,80.5,0.16213751061684387,-38752,-3.0212608875255986,50618,2.7044130184483683,0.03330588121306075,0.04969217238346526,0.004366793106149736,0.01428573324073179,0.062265190509908905,0.04696676679679459
2017-06-06,249335,99747,46468,88618,129650,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,81.6500015258789,0.16456574488138448,-41032,-0.9539469555284992,53279,1.1133565125707616,0.054281891985998865,0.06685360599117737,0.01428573324073179,0.013778321849062358,0.06278531911517497,0.038402351300506087
2017-06-13,254077,101508,46706,88191,130238,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,82.7750015258789,0.1654892020922791,-42047,-0.4070828403553452,54802,0.6108247939519121,0.00464681887478311,0.013487254915190199,0.013778321849062358,0.026880077717974737,0.06297956177193553,0.012553837734296261
2017-06-20,245282,95634,44055,87430,124044,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,85.0,0.1492730815958774,-36614,2.1383281446175766,51579,-1.2685130885518956,0.032888203750815706,0.06102842743523112,0.026880077717974737,0.017352923224954075,0.06246499717964346,0.01471887540792573
2017-06-27,257528,96055,45221,97842,133745,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,86.4749984741211,0.13941396663663758,-35903,0.28987043484642167,50834,-0.3037320308868975,0.08684857094741932,0.011233330501996092,0.017352923224954075,0.06562593988892806,0.06180571733397931,0.017912866359666664
2017-07-11,279523,116381,51807,102596,149482,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,92.1500015258789,0.16773574983096204,-46886,-4.264778975490044,64574,5.335342176384704,0.08128833138949056,0.16001141579660855,0.06562593988892806,-0.12642432265839065,0.06161142531453431,0.030441243523480474
2017-07-18,275444,115959,52648,96214,141118,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,80.5,0.16302406296742714,-44904,0.709065085878443,63311,-0.45184117228278176,0.06213237153017714,0.007490792197239735,-0.12642432265839065,0.011801204325989856,0.061792801306509465,-0.004149944577226612
2017-07-25,269083,107467,46634,98147,140334,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,81.44999694824219,0.1567806215925941,-42187,0.9864074004153295,60833,-0.8996384019982283,0.011392941156737854,0.09413306857191063,0.011801204325989856,-0.02025775271094077,0.06211615526994722,-0.007942522293139851
2017-08-01,264070,103824,48786,98324,134137,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,79.80000305175781,0.13561934335592835,-35813,2.3687858393135204,55038,-2.1536105959871117,0.027419653189137104,0.03797260992071293,-0.02025775271094077,0.046679177088565726,0.06286757669358164,-0.017465368259689557
2017-08-08,264036,107312,51315,95587,132557,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,83.5250015258789,0.14001878531715373,-36970,-0.43814140190101114,55997,0.36316128299314576,0.018922259625499684,0.03793175184552441,0.046679177088565726,-0.15564202050295273,0.06417070844350961,-0.022297168035867513
2017-08-15,276055,117237,57479,97396,138213,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,70.5250015258789,0.1478582166597236,-40817,-1.4569982881122272,59758,1.4244269720795648,0.0316838490889567,0.09208658623136977,-0.15564202050295273,-0.09429282356610391,0.06609984283400469,-0.02979432336279589
2017-08-22,254173,104821,51305,95751,130544,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,63.875,0.13688708084651005,-34793,2.182173842169133,53516,-2.2611436126858777,0.041158664575001655,0.11907049434431165,-0.09429282356610391,-0.05714288103137233,0.06798193923757463,-0.05750025982800993
2017-08-29,249394,97173,53292,95229,119541,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,60.224998474121094,0.09748430194792176,-24312,4.123569379910533,43881,-3.790725214715961,0.05366205708432276,0.06403482537467185,-0.05714288103137233,0.058530537404556604,0.06906040616084538,-0.06731531901129374
2017-09-05,246850,93587,54348,94678,116469,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,63.75,0.08827628114239416,-21791,1.010850301129939,39239,-1.8613118198513197,0.0171586619748327,0.0313786460269713,0.058530537404556604,-0.06745096842447917,0.070501102599769,-0.0641511795495767
2017-09-12,249335,90342,61681,98393,105866,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,59.45000076293945,0.02997172478793591,-7473,5.800283573020053,28661,-4.285193437310107,0.07009727845529451,0.06958157647198121,-0.06745096842447917,0.011354066079025671,0.07096088663030296,-0.04091474247157767
2017-09-19,266254,91464,65177,107968,112792,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,60.125,0.01811803766328393,-4824,1.0624260533017829,26287,-0.9521326729099404,0.07474633085703931,0.029481425680377423,0.011354066079025671,-0.08108108108108103,0.07101318520926436,-0.013771707629735187
2017-09-26,262832,89841,64522,109241,113423,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,55.25,0.015911304559566568,-4182,0.24112313805614188,25319,-0.3635626131438401,0.008551000610785758,0.014757422439315122,-0.08108108108108103,0.08371040723981893,0.07139218851972225,-0.01985772754977512
2017-10-03,257477,91688,53053,103220,119763,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,59.875,0.06425039906477083,-16543,-4.703004200401777,38635,5.066354173007853,0.055434719238686356,0.0919988116705011,0.08371040723981893,0.0050104256711573925,0.07261662734948933,-0.013457035147136833
2017-10-10,251522,93116,51125,98156,118401,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,60.17499923706055,0.08048997701990283,-20245,-1.4377983276176125,41991,1.303417392621477,0.029673480884940224,0.02326661628801797,0.0050104256711573925,0.033236394272660785,0.07418761390223252,0.0047372161297478035
2017-10-17,249055,94724,50428,96196,117656,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,62.17499923706055,0.08616570637007889,-21460,-0.4830591359801528,44296,0.9164208299870389,0.012648934777322634,0.01587990520282187,0.033236394272660785,0.02975476174538705,0.07611547084463877,0.01016717518790311
2017-10-24,251828,100955,54395,96437,119778,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,64.0250015258789,0.09268627793573392,-23341,-0.7552548633835899,46560,0.909036156672221,0.010928936475267673,0.06564531702607017,0.02975476174538705,0.06208509768663406,0.07832519952158892,0.037226415509437595
2017-10-31,263428,110333,58302,98491,128353,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,68.0,0.11335924806778323,-29862,-2.589465825881157,52031,2.172514573439014,0.046855989137909754,0.07877961277314911,0.06208509768663406,-0.05992648180793314,0.08129304851369112,0.03200403337514521
2017-11-07,270132,116596,57207,99194,134129,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,63.92499923706055,0.1293256630091955,-34935,-1.925763396449884,59389,2.793173087143356,0.027768372599357972,0.0423352876532626,-0.05992648180793314,-0.061791174189790854,0.08445076622864578,0.01615622545619323
2017-11-14,268494,109470,52029,100760,133468,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,59.974998474121094,0.12182022689520064,-32708,0.8244117690610517,57441,-0.7211289295603631,0.009507829977628635,0.0761862302552957,-0.061791174189790854,0.012088408624657099,0.08743090059882097,-0.007497485173053677
2017-11-21,249262,98740,46724,98631,127117,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,60.70000076293945,0.11428135857050012,-28486,1.5724746176823317,52016,-2.0205293228154075,0.0375640094264401,0.11023345982511137,0.012088408624657099,0.08319603251378926,0.0902789135269533,-0.011957241146929906
2017-11-28,250548,97577,46367,99474,127384,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,65.75,0.11139582036176701,-27910,0.23108215452014347,51210,-0.3233545426097841,0.00489292861613873,0.010559662090813094,0.08319603251378926,-0.02243343686876187,0.09290419848665195,-0.006630235227272815
2017-12-05,252848,102084,47167,98601,129505,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,64.2750015258789,0.12222362842498259,-30904,-1.1949806025192777,54917,1.4795568114692594,0.013125476752036335,0.03555755070317787,-0.02243343686876187,-0.008168051550609845,0.09547404108263305,0.0027611420563749467
2017-12-12,242048,97590,47570,95078,122220,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,63.75,0.1121347831835008,-27142,1.4878504081503512,50020,-1.9367366955641334,0.04973814761295548,0.0337351887572334,-0.008168051550609845,0.04941178864123774,0.09792422256079636,0.016041384427109312
2017-12-19,227026,87743,43454,94644,115447,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,66.9000015258789,0.09163267643353624,-20803,2.6189020359598096,44289,-2.3677121893178215,0.034304182473309186,0.10642773843914113,0.04941178864123774,0.06913303280286054,0.09927445530518736,0.025181842345697324
2017-12-26,231633,86530,41506,96866,119264,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,71.5250015258789,0.09669606662263149,-22398,-0.7025627020693666,45024,0.32375146458995885,0.02794151667977606,0.02468836889624793,0.06913303280286054,,0.09942936310740051,0.021747629900879296
