,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,HE_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w,Basis
2016-05-17,243829,93850,43370,90060,127186,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,82.75,0.1522624462225576,-37126,-3.834526374313712,50480,2.774254638960317,0.060097769349032895,0.051690715639119665,0.0788787912969593,-0.03716008396667292,0.00035540361292154404,0.021526902579213424
2016-05-24,229482,80228,44992,94422,116513,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,79.67500305175781,0.09626463077714156,-22091,6.166206644820756,35236,-6.251922453850854,0.07127788181193259,0.1217377415748283,-0.03716008396667292,0.011295812513489656,0.0027418551083384954,0.017000114690272322
2016-05-31,229073,79471,45336,92854,114556,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,80.57499694824219,0.09473835851453467,-21702,0.16951220575034207,34135,-0.4797761915967266,0.016995323272744806,0.008821620582178884,0.011295812513489656,0.01582378621370495,0.0053956216845182595,0.007570231254544928
2016-06-07,248591,92883,47231,93485,127671,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,81.8499984741211,0.13751905740754894,-34186,-5.44979111462285,45652,5.027654939691714,0.062155220749154444,0.10924675621279815,0.01582378621370495,-0.0021380015348272385,0.009019305784112067,0.0170631691050441
2016-06-14,266712,108518,53026,94988,136432,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,81.67500305175781,0.15538858394073007,-41444,-2.9196551765751777,55492,3.9583090296913404,0.044352259960245444,0.13265735650968158,-0.0021380015348272385,0.055402433148571406,0.013265951099118937,-0.0030492659833374755
2016-06-21,266488,112984,51482,97349,144259,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,86.19999694824219,0.17603044039506469,-46910,-2.0494016017277064,61502,2.2533669276223045,0.042167477898082846,0.03654250726593947,0.055402433148571406,-0.0353827787742802,0.018121781919830843,0.019896747950255488
2016-06-28,257426,104531,46649,99298,144012,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,83.1500015258789,0.1736965186111737,-44714,0.8240521149169945,57882,-1.3584101347903095,0.009025522995355719,0.08788199497288,-0.0353827787742802,-0.013229085435178756,0.023006651034706966,0.008391056175711169
2016-07-05,260168,107027,46135,102560,148828,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,82.05000305175781,0.17783893484210203,-46268,-0.6036686271006036,60892,1.1692680615011692,0.032133594284532274,0.019652394196994032,-0.013229085435178756,-0.025594223344402867,0.02818745239294451,0.0011624659256691458
2016-07-12,237160,95703,43341,93474,129900,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,79.94999694824219,0.1535925113847192,-36426,3.7829402539897297,52362,-3.278650717997601,0.12541298450132962,0.10153620436696298,-0.025594223344402867,-0.032520307359164446,0.032636587466648784,-0.004711997646066072
2016-07-19,233835,91411,44964,91234,123963,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,77.3499984741211,0.13996621549383112,-32729,1.5588632147073707,46447,-2.4940968122786304,0.03799774160420452,0.04337305224564619,-0.032520307359164446,-0.035552683312851885,0.03690007628512274,-0.027044013664763833
2016-07-26,223501,86888,49475,90524,112102,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,74.5999984741211,0.09654542932693813,-21578,4.768747193533902,37413,-3.8634079586032883,0.06204040942425947,0.06624964249833167,-0.035552683312851885,-0.07607232625255278,0.03989277345579104,-0.027087655150895177
2016-08-02,224120,88881,55577,85063,101257,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,68.92500305175781,0.07225593432089952,-16194,2.4089377676162522,33304,-1.8384705213846917,0.08751610133104337,0.05603704883080203,-0.07607232625255278,-0.029017046230642052,0.04219503834711647,-0.043361555087877084
2016-08-09,219821,91469,62939,80330,90781,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,66.92500305175781,0.04754322835397892,-10451,2.5624665357844014,28530,-2.130108870248081,0.08888382395053503,0.06443966633853168,-0.029017046230642052,-0.10571541658601225,0.04437618988205308,-0.04425558127666353
2016-08-16,206776,82014,60984,81440,89508,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,59.849998474121094,0.039018067860873605,-8068,1.0840638519522703,21030,-3.411866928091493,0.013939911552050916,0.07979132575280773,-0.10571541658601225,0.011278246766366795,0.04632548917532416,-0.0635676518855643
2016-08-23,205125,83151,60406,77374,85867,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,60.525001525878906,0.04140402193784278,-8493,-0.20553642589081905,22745,0.8293999303594227,0.047212403746607776,0.011946474222782588,0.011278246766366795,0.02519616146609427,0.04806229584068299,-0.05116870801792314
2016-08-30,207484,81881,63113,78272,81044,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,62.04999923706055,0.013360066318366717,-2772,2.7890310786106034,18768,-1.9388177940280318,0.03590976424213513,0.02742872118846297,0.02519616146609427,-0.050362611416980174,0.049201368349424096,-0.024871255033182046
2016-09-06,208974,78842,63175,80012,81279,054642,LEAN HOGS - CHICAGO MERCANTILE EXCHANGE,58.92499923706055,0.006062955200168442,-1267,0.7253571359719303,15667,-1.4945730755142566,0.012244948571216,0.021835414070146532,-0.050362611416980174,-0.03691131548954851,0.04972839014041391,-0.03035705284971514
